transaction_id;employee_id;transaction_type;amount;payment_mode;bank_name;account_number;transaction_date;transaction_status
29;11;Reimbursement;83296;Bank Transfer;Union Bank of India     ;REYB0432103258572;2025-09-01;Success
30;11;Claim_Payout ;128183;UPI          ;Yes Bank                ;BRAR9391847088328;2024-07-22;Pending
31;12;Claim_Payout ;119339;Bank Transfer;South Indian Bank       ;RTBE1050985200822;2025-11-23;Failed 
32;12;Claim_Payout ;83386;UPI          ;Indian Overseas Bank    ;CEFR6552067612291;2023-05-06;Success
33;12;Salary       ;45432;Bank Transfer;Bandhan Bank            ;ZJSR1717791224736;2025-10-29;Failed 
34;13;Claim_Payout ;89178;Bank Transfer;Yes Bank                ;WWHW7900534196159;2023-12-13;Pending
35;13;Salary       ;41515;Cash         ;                        ;                 ;2023-06-23;Pending
36;13;Claim_Payout ;23420;Bank Transfer;Indian Bank             ;CHSQ1979289621375;2025-02-13;Pending
37;14;Claim_Payout ;30590;Cash         ;                        ;                 ;2024-12-25;Pending
38;14;Claim_Payout ;149716;Bank Transfer;IDBI Bank               ;LJZR1562265964693;2024-05-04;Pending
39;15;Reimbursement;73390;Bank Transfer;Bank of Baroda          ;IGYW4680616482846;2023-02-25;Failed 
40;15;Salary       ;17863;Cash         ;                        ;                 ;2023-09-26;Success
41;15;Claim_Payout ;84629;Cash         ;                        ;                 ;2024-05-15;Pending
42;16;Salary       ;21580;Cash         ;                        ;                 ;2025-04-06;Failed 
43;16;Reimbursement;97662;UPI          ;Canara Bank             ;KYJL8931781012844;2024-09-01;Pending
44;17;Claim_Payout ;135724;Bank Transfer;Karnataka Bank          ;ECDX9690985311452;2025-05-27;Pending
45;17;Salary       ;114400;Cash         ;                        ;                 ;2024-07-10;Pending
46;17;Reimbursement;29510;UPI          ;DCB Bank                ;WEZN3234172326831;2023-11-26;Success
47;17;Salary       ;138249;UPI          ;Punjab and Sind Bank    ;GWLH1432334142403;2024-01-20;Failed 
48;18;Salary       ;112034;UPI          ;DCB Bank                ;RDXJ1829621742102;2024-02-23;Failed 
49;18;Claim_Payout ;35769;Bank Transfer;Punjab and Sind Bank    ;XGXS9589168879846;2024-02-15;Pending
50;19;Salary       ;68434;Cash         ;                        ;                 ;2024-10-21;Success
51;19;Salary       ;122622;Cash         ;                        ;                 ;2025-01-26;Failed 
52;19;Reimbursement;42522;Cash         ;                        ;                 ;2024-05-20;Failed 
53;19;Reimbursement;58451;Bank Transfer;Federal Bank            ;EGLI7699860868987;2023-11-30;Pending
54;20;Salary       ;54284;UPI          ;Nainital Bank           ;KAOA6056456673249;2024-09-07;Success
55;20;Reimbursement;143597;UPI          ;Karur Vysya Bank        ;BRFQ0019366748282;2024-03-19;Failed 
56;20;Reimbursement;127749;UPI          ;Karur Vysya Bank        ;KIJK9431156680842;2024-04-11;Failed 
57;21;Claim_Payout ;113645;Cash         ;                        ;                 ;2023-05-06;Failed 
58;21;Reimbursement;134464;UPI          ;DCB Bank                ;VCLE6196262736012;2025-03-01;Pending
59;22;Reimbursement;144439;Bank Transfer;Axis Bank               ;ASNH6374106509921;2025-02-21;Failed 
60;22;Salary       ;98137;Cash         ;                        ;                 ;2025-10-07;Pending
61;23;Salary       ;19093;Cash         ;                        ;                 ;2025-09-02;Success
62;23;Claim_Payout ;45593;Bank Transfer;UCO Bank                ;VSEP1687005878752;2024-03-14;Pending
63;23;Claim_Payout ;30479;UPI          ;Bank of Maharashtra     ;RHLE2508863015608;2025-10-24;Failed 
64;24;Claim_Payout ;106197;Cash         ;                        ;                 ;2025-10-06;Failed 
65;24;Claim_Payout ;130492;UPI          ;ICICI Bank              ;FHTS0429131275139;2025-12-07;Pending
66;24;Salary       ;48524;UPI          ;Nainital Bank           ;PNUC0522362214530;2024-10-03;Success
67;24;Salary       ;100225;Bank Transfer;DCB Bank                ;VEBD6925101148062;2023-05-09;Failed 
68;25;Reimbursement;55817;Bank Transfer;Jammu & Kashmir Bank    ;ZQKB5200023540169;2025-10-06;Success
69;25;Salary       ;97237;UPI          ;Federal Bank            ;YERD5388091473627;2024-06-23;Pending
70;25;Reimbursement;107523;UPI          ;HDFC Bank               ;NDHR0388543316343;2024-07-01;Failed 
71;26;Reimbursement;41042;UPI          ;HDFC Bank               ;ZWEU6619320488224;2025-08-08;Success
72;26;Claim_Payout ;109587;UPI          ;Nainital Bank           ;CAIY8231758105360;2025-03-21;Pending
73;27;Salary       ;10186;UPI          ;Axis Bank               ;OEAV3755665627203;2023-09-11;Pending
74;27;Claim_Payout ;82197;Bank Transfer;ICICI Bank              ;QGAN6550103353094;2023-09-23;Failed 
75;28;Salary       ;25209;UPI          ;Federal Bank            ;BZLI6580339444382;2024-02-28;Success
76;28;Salary       ;41852;UPI          ;Axis Bank               ;QQBU0478382559492;2024-11-05;Success
77;29;Claim_Payout ;145000;Bank Transfer;Federal Bank            ;PJUN5247957046419;2024-08-10;Failed 
78;29;Claim_Payout ;98933;UPI          ;Nainital Bank           ;HPJQ5626079215555;2025-09-29;Success
79;29;Reimbursement;34412;Cash         ;                        ;                 ;2024-03-15;Pending
80;30;Claim_Payout ;110045;Bank Transfer;DCB Bank                ;IIPV6652802259107;2024-03-15;Pending
81;30;Salary       ;25936;Bank Transfer;DCB Bank                ;EERL3171932544906;2024-08-01;Pending
82;31;Reimbursement;110543;UPI          ;Bank of Baroda          ;KQWF3271905006446;2025-01-03;Failed 
83;31;Reimbursement;41340;UPI          ;Federal Bank            ;LPNS4427654058335;2025-01-21;Pending
84;31;Claim_Payout ;143052;Bank Transfer;IDFC First Bank         ;HYEF5404973972627;2024-06-07;Success
85;31;Reimbursement;144703;Bank Transfer;Punjab National Bank    ;DZYY2073507486492;2024-09-03;Failed 
86;32;Salary       ;149523;Bank Transfer;Yes Bank                ;HUAF9944746203439;2025-12-03;Failed 
87;32;Claim_Payout ;114029;Bank Transfer;Bank of Baroda          ;QFBA4723214224565;2024-07-10;Success
88;32;Reimbursement;104128;UPI          ;Axis Bank               ;YBIN9327620299137;2023-03-04;Failed 
89;33;Reimbursement;79925;Cash         ;                        ;                 ;2023-03-03;Success
90;33;Claim_Payout ;102919;Bank Transfer;South Indian Bank       ;LXNS5604916521142;2025-06-30;Pending
91;34;Salary       ;115294;Bank Transfer;City Union Bank         ;DCXC7030599461528;2024-08-12;Pending
92;34;Reimbursement;83348;UPI          ;Bandhan Bank            ;IQUB0125981908241;2024-11-21;Pending
93;34;Claim_Payout ;25099;Cash         ;                        ;                 ;2023-02-26;Pending
94;35;Reimbursement;36816;Cash         ;                        ;                 ;2023-05-10;Pending
95;35;Salary       ;119177;Cash         ;                        ;                 ;2024-02-18;Failed 
96;36;Claim_Payout ;36932;UPI          ;Yes Bank                ;TTZZ7399855304416;2025-04-14;Failed 
97;36;Salary       ;112042;Bank Transfer;IndusInd Bank           ;HDMV9648450091533;2023-10-03;Failed 
98;36;Salary       ;137264;Bank Transfer;HDFC Bank               ;GQKM4634267276655;2023-05-20;Failed 
99;36;Claim_Payout ;50569;UPI          ;Federal Bank            ;UICH2726565233486;2023-07-25;Failed 
100;37;Salary       ;59954;Cash         ;                        ;                 ;2025-06-29;Failed 
101;37;Claim_Payout ;58828;Cash         ;                        ;                 ;2024-08-26;Failed 
102;37;Salary       ;134473;UPI          ;IDBI Bank               ;PUNV5051508749455;2025-09-27;Pending
103;37;Reimbursement;137242;Bank Transfer;Bank of Maharashtra     ;CAKL6997389359032;2025-10-02;Success
104;38;Claim_Payout ;37203;Bank Transfer;RBL Bank                ;SRRM3845595630026;2023-04-25;Pending
105;38;Salary       ;54637;Bank Transfer;Indian Overseas Bank    ;MJVB0867069481961;2025-06-16;Failed 
106;38;Reimbursement;59746;Bank Transfer;Indian Bank             ;CXGJ1104948849486;2025-04-29;Success
107;38;Salary       ;146019;Cash         ;                        ;                 ;2025-12-17;Failed 
108;39;Salary       ;80787;Cash         ;                        ;                 ;2023-11-13;Pending
109;39;Salary       ;54544;Cash         ;                        ;                 ;2024-05-12;Success
110;39;Reimbursement;111730;Bank Transfer;Central Bank of India   ;FKAM9274121526281;2023-07-03;Success
111;40;Claim_Payout ;130231;Bank Transfer;Yes Bank                ;TFTR5125642785145;2024-03-02;Failed 
112;40;Reimbursement;85798;Bank Transfer;Punjab National Bank    ;YGYR4569096282323;2025-01-07;Success
113;40;Reimbursement;51334;UPI          ;Bandhan Bank            ;YEKA6163484634944;2024-07-28;Success
114;41;Salary       ;13263;Cash         ;                        ;                 ;2023-09-16;Pending
115;41;Reimbursement;40145;Cash         ;                        ;                 ;2025-07-25;Pending
116;42;Claim_Payout ;44480;UPI          ;Dhanlaxmi Bank          ;ZRBJ4645321801760;2025-08-23;Success
117;42;Salary       ;40616;UPI          ;Bandhan Bank            ;EDFG4542371462788;2025-03-09;Failed 
118;42;Reimbursement;76693;Cash         ;                        ;                 ;2025-10-13;Failed 
119;42;Salary       ;123943;Bank Transfer;HDFC Bank               ;PFTF7569645959887;2023-11-12;Failed 
120;43;Reimbursement;128711;UPI          ;IndusInd Bank           ;OCOH1649424425892;2025-06-17;Success
121;43;Salary       ;73297;Cash         ;                        ;                 ;2025-03-24;Success
122;43;Reimbursement;18647;Bank Transfer;City Union Bank         ;AOWJ0535023033779;2023-05-19;Pending
123;44;Reimbursement;40435;Bank Transfer;IndusInd Bank           ;YJFF7894573713131;2024-11-17;Pending
124;44;Claim_Payout ;117702;UPI          ;Nainital Bank           ;FCWT0248285492489;2025-03-03;Pending
125;45;Reimbursement;132004;UPI          ;Jammu & Kashmir Bank    ;HPUR5139139540370;2025-09-17;Pending
126;45;Reimbursement;140311;Cash         ;                        ;                 ;2023-05-10;Pending
127;45;Reimbursement;139124;Cash         ;                        ;                 ;2025-02-15;Failed 
128;45;Reimbursement;89555;Bank Transfer;Indian Overseas Bank    ;ZMAZ3655783456237;2025-12-17;Pending
129;46;Salary       ;16097;Bank Transfer;State Bank of India     ;HNFZ2926646596342;2025-10-06;Success
130;46;Reimbursement;18322;UPI          ;Karur Vysya Bank        ;QQFB1299869212907;2025-01-26;Pending
131;46;Salary       ;77596;UPI          ;Union Bank of India     ;GBAD8234909722110;2024-07-20;Pending
132;46;Salary       ;101135;UPI          ;Indian Overseas Bank    ;WXQF9018786068393;2024-05-09;Failed 
133;47;Reimbursement;89407;UPI          ;Canara Bank             ;IDSY1972275929628;2025-05-02;Success
134;47;Reimbursement;122157;Cash         ;                        ;                 ;2023-08-20;Success
135;47;Reimbursement;63500;Cash         ;                        ;                 ;2023-07-13;Success
136;47;Claim_Payout ;62620;Bank Transfer;Nainital Bank           ;FSBG3092031929230;2025-03-19;Failed 
137;48;Claim_Payout ;89639;Cash         ;                        ;                 ;2025-04-08;Failed 
138;48;Claim_Payout ;130503;UPI          ;RBL Bank                ;ABOB6428245971028;2024-06-20;Success
139;49;Claim_Payout ;55776;UPI          ;Karur Vysya Bank        ;LNQW0965781245611;2023-10-03;Pending
140;49;Claim_Payout ;102007;Cash         ;                        ;                 ;2023-06-29;Success
141;50;Reimbursement;111674;UPI          ;IDBI Bank               ;QSRS0803978901888;2026-01-08;Success
142;50;Reimbursement;17946;Bank Transfer;Nainital Bank           ;WOTI5170860187583;2024-06-02;Failed 
143;51;Reimbursement;119440;UPI          ;Punjab National Bank    ;MATL4486248708757;2025-10-05;Failed 
144;51;Reimbursement;30645;Cash         ;                        ;                 ;2026-01-07;Success
145;51;Claim_Payout ;139292;UPI          ;Punjab National Bank    ;FQZK3248310905605;2024-09-19;Failed 
146;52;Reimbursement;23122;Cash         ;                        ;                 ;2024-08-15;Failed 
147;52;Claim_Payout ;48093;Bank Transfer;City Union Bank         ;OXHZ1965802275797;2024-06-19;Success
148;52;Claim_Payout ;122218;UPI          ;Yes Bank                ;QYNC1699047814810;2023-11-26;Pending
149;52;Salary       ;137989;Cash         ;                        ;                 ;2023-10-01;Success
150;53;Salary       ;74109;Bank Transfer;Karur Vysya Bank        ;HFOI2906196785378;2024-08-01;Failed 
151;53;Salary       ;34773;UPI          ;Bank of Maharashtra     ;USOH1652987632502;2025-10-15;Pending
152;53;Reimbursement;127695;Cash         ;                        ;                 ;2025-09-04;Success
153;53;Salary       ;45055;Cash         ;                        ;                 ;2025-05-31;Pending
154;54;Reimbursement;34962;Cash         ;                        ;                 ;2023-07-06;Pending
155;54;Salary       ;72284;UPI          ;Punjab and Sind Bank    ;FJGF7155263979353;2024-10-26;Pending
156;54;Reimbursement;132905;Cash         ;                        ;                 ;2024-06-04;Success
157;54;Salary       ;126069;Bank Transfer;Bank of Maharashtra     ;YYZJ7118626487188;2025-06-08;Failed 
158;55;Claim_Payout ;15640;UPI          ;Yes Bank                ;IDXO1720319879004;2024-11-06;Pending
159;55;Claim_Payout ;90472;Bank Transfer;Indian Bank             ;DIMF2671960841735;2024-03-01;Success
160;55;Claim_Payout ;81533;UPI          ;Indian Bank             ;TPBL8308290004046;2025-03-13;Success
161;55;Claim_Payout ;49777;UPI          ;IndusInd Bank           ;ZRKP1647536939561;2024-03-15;Success
162;56;Claim_Payout ;31971;Cash         ;                        ;                 ;2025-11-10;Success
163;56;Claim_Payout ;50464;Cash         ;                        ;                 ;2025-05-19;Failed 
164;56;Reimbursement;17703;Bank Transfer;Indian Overseas Bank    ;FZBO8194636580969;2024-03-02;Pending
165;57;Salary       ;146589;Cash         ;                        ;                 ;2024-03-04;Pending
166;57;Reimbursement;57724;UPI          ;HDFC Bank               ;LDTP4721674088164;2024-05-27;Failed 
167;57;Reimbursement;106161;Bank Transfer;RBL Bank                ;ZUFA4571426204199;2023-03-04;Success
168;58;Reimbursement;92682;Cash         ;                        ;                 ;2024-05-21;Pending
169;58;Salary       ;29204;UPI          ;Indian Overseas Bank    ;LKAL8120763250047;2024-09-10;Success
170;58;Claim_Payout ;105507;Cash         ;                        ;                 ;2024-01-14;Success
171;59;Reimbursement;95731;UPI          ;Bank of India           ;MCUX2268008525426;2025-06-21;Pending
172;59;Salary       ;92406;UPI          ;Jammu & Kashmir Bank    ;VKBB4768515596933;2025-06-12;Failed 
173;59;Reimbursement;137115;Cash         ;                        ;                 ;2024-06-17;Failed 
174;59;Claim_Payout ;79006;UPI          ;Bandhan Bank            ;QGWQ7477557233750;2025-10-02;Success
175;60;Reimbursement;15622;Cash         ;                        ;                 ;2025-06-01;Success
176;60;Reimbursement;53208;UPI          ;Yes Bank                ;WNRL0351661305123;2024-08-22;Failed 
177;61;Reimbursement;12277;UPI          ;IndusInd Bank           ;VCDT0046642816543;2024-05-21;Pending
178;61;Reimbursement;53088;UPI          ;IDBI Bank               ;KWIM0889506791389;2025-05-06;Failed 
179;61;Claim_Payout ;106384;Bank Transfer;IDFC First Bank         ;JFHK4167675947841;2024-09-17;Pending
180;62;Reimbursement;12965;UPI          ;City Union Bank         ;ZOQY8947726788992;2024-08-27;Pending
181;62;Reimbursement;114468;Bank Transfer;Bank of India           ;HJAQ1956272532467;2025-07-09;Pending
182;62;Salary       ;138799;Cash         ;                        ;                 ;2024-06-17;Failed 
183;63;Claim_Payout ;60076;Bank Transfer;Axis Bank               ;ZECA1886948623567;2025-05-26;Success
184;63;Reimbursement;16010;Cash         ;                        ;                 ;2025-10-03;Pending
185;64;Salary       ;124779;Bank Transfer;Punjab National Bank    ;OWQG9617276681195;2024-06-11;Failed 
186;64;Claim_Payout ;94856;Cash         ;                        ;                 ;2023-03-15;Failed 
187;64;Reimbursement;18937;Cash         ;                        ;                 ;2025-12-25;Failed 
188;64;Salary       ;75086;Bank Transfer;Bank of Maharashtra     ;WRME0050530226967;2025-09-27;Failed 
189;65;Claim_Payout ;33680;UPI          ;Tamilnad Mercantile Bank;YYVS4844899279049;2024-07-28;Pending
190;65;Reimbursement;111277;Bank Transfer;South Indian Bank       ;BPNK3137726991111;2024-01-20;Failed 
191;66;Reimbursement;82673;Cash         ;                        ;                 ;2025-02-14;Pending
192;66;Salary       ;125114;Bank Transfer;IDFC First Bank         ;GQVF2131406467618;2025-02-19;Pending
193;67;Reimbursement;22923;Cash         ;                        ;                 ;2025-04-23;Pending
194;67;Salary       ;80424;Bank Transfer;Kotak Mahindra Bank     ;LJWX4876705057976;2024-04-30;Success
195;68;Salary       ;30140;UPI          ;IndusInd Bank           ;XPQC2468327915957;2024-08-18;Failed 
196;68;Claim_Payout ;106086;Cash         ;                        ;                 ;2025-11-08;Pending
197;68;Salary       ;112207;Cash         ;                        ;                 ;2024-12-30;Failed 
198;68;Reimbursement;35865;Cash         ;                        ;                 ;2023-03-19;Success
199;69;Salary       ;95319;Cash         ;                        ;                 ;2024-02-22;Success
200;69;Claim_Payout ;47871;Bank Transfer;Nainital Bank           ;EXIC3032616216602;2023-11-04;Pending
201;69;Salary       ;36310;UPI          ;Nainital Bank           ;CFMA9704400194179;2025-12-23;Pending
202;69;Reimbursement;81566;Cash         ;                        ;                 ;2023-03-01;Pending
203;70;Claim_Payout ;20104;Bank Transfer;IDFC First Bank         ;TCLM7047298518504;2023-08-23;Pending
204;70;Claim_Payout ;106402;Bank Transfer;UCO Bank                ;WVJJ9780010157283;2023-09-27;Pending
205;71;Reimbursement;61436;Cash         ;                        ;                 ;2023-06-06;Failed 
206;71;Reimbursement;43153;Cash         ;                        ;                 ;2023-09-02;Failed 
207;72;Claim_Payout ;98264;Bank Transfer;Union Bank of India     ;ICQU5391135435414;2023-03-17;Failed 
208;72;Claim_Payout ;91440;Cash         ;                        ;                 ;2023-12-26;Failed 
209;73;Reimbursement;110657;UPI          ;Jammu & Kashmir Bank    ;DBWO3462809520615;2025-07-20;Success
210;73;Salary       ;79185;Bank Transfer;Punjab National Bank    ;WXRB4511193830010;2023-08-14;Failed 
211;74;Salary       ;110080;Cash         ;                        ;                 ;2024-01-18;Success
212;74;Claim_Payout ;127753;Bank Transfer;Central Bank of India   ;IEVW4195405695879;2024-08-02;Pending
213;74;Reimbursement;82955;Cash         ;                        ;                 ;2025-07-20;Failed 
214;75;Reimbursement;26744;Bank Transfer;Bandhan Bank            ;WRIT2779404946662;2024-01-16;Success
215;75;Reimbursement;58144;Bank Transfer;Federal Bank            ;HEBJ3657214764931;2025-05-06;Failed 
216;75;Salary       ;63883;Cash         ;                        ;                 ;2025-11-02;Pending
217;76;Salary       ;62040;Cash         ;                        ;                 ;2025-03-08;Pending
218;76;Reimbursement;128315;Bank Transfer;Axis Bank               ;CROG0363204834525;2023-04-04;Failed 
219;77;Claim_Payout ;85494;UPI          ;IDFC First Bank         ;YEVR7711625598713;2023-09-20;Success
220;77;Claim_Payout ;69932;Cash         ;                        ;                 ;2023-12-28;Success
221;78;Reimbursement;22076;Bank Transfer;Axis Bank               ;CCPK3669560360263;2023-06-18;Success
222;78;Claim_Payout ;31853;UPI          ;IndusInd Bank           ;ALBE7101868059840;2023-11-11;Success
223;79;Claim_Payout ;38800;UPI          ;Bank of Maharashtra     ;BJXY6240242958759;2025-05-27;Pending
224;79;Salary       ;125916;UPI          ;IDFC First Bank         ;VATY6370744405255;2024-04-10;Failed 
225;79;Reimbursement;75087;Cash         ;                        ;                 ;2025-11-25;Failed 
226;80;Claim_Payout ;87948;Bank Transfer;IndusInd Bank           ;VZWA2754367042570;2023-09-14;Success
227;80;Claim_Payout ;109496;Bank Transfer;Karnataka Bank          ;LMRP3307847128370;2024-06-13;Success
228;81;Reimbursement;52278;UPI          ;Canara Bank             ;YMFD3773054300607;2023-10-18;Pending
229;81;Salary       ;81889;Cash         ;                        ;                 ;2024-09-11;Pending
230;81;Claim_Payout ;15859;Cash         ;                        ;                 ;2024-01-06;Success
231;82;Claim_Payout ;130047;UPI          ;IndusInd Bank           ;LRMH7822525899365;2024-01-26;Failed 
232;82;Claim_Payout ;132371;UPI          ;Nainital Bank           ;CNYL7251843451291;2024-04-09;Failed 
233;82;Claim_Payout ;10009;Bank Transfer;Dhanlaxmi Bank          ;XLJP5278669076044;2025-06-03;Pending
234;82;Claim_Payout ;30203;Cash         ;                        ;                 ;2025-05-04;Failed 
235;83;Claim_Payout ;147929;UPI          ;Indian Bank             ;YMIF8474810014769;2023-10-08;Failed 
236;83;Claim_Payout ;145842;Cash         ;                        ;                 ;2025-07-02;Failed 
237;83;Salary       ;10181;Bank Transfer;South Indian Bank       ;GJKN2155255088707;2024-05-28;Pending
238;83;Salary       ;128808;Bank Transfer;ICICI Bank              ;HXWM1479391300508;2024-07-20;Failed 
239;84;Claim_Payout ;66144;Bank Transfer;Bank of Maharashtra     ;JHVB8578311917214;2023-09-08;Success
240;84;Claim_Payout ;67805;UPI          ;Axis Bank               ;GGOK7951579183081;2024-12-11;Success
241;84;Reimbursement;75448;Cash         ;                        ;                 ;2023-05-04;Pending
242;85;Reimbursement;70386;Bank Transfer;Indian Bank             ;NZVN5886013943483;2023-06-05;Success
243;85;Reimbursement;56723;Bank Transfer;Canara Bank             ;IZPK9100900805878;2024-08-23;Failed 
244;85;Claim_Payout ;21064;Cash         ;                        ;                 ;2024-01-21;Success
245;85;Claim_Payout ;13256;Bank Transfer;Karnataka Bank          ;TXNU7257630616425;2025-12-15;Success
246;86;Reimbursement;86784;Bank Transfer;Central Bank of India   ;CRSA0314952950235;2024-07-01;Failed 
247;86;Reimbursement;140064;Bank Transfer;Bank of Baroda          ;RRBK6551992717209;2025-11-18;Failed 
248;86;Claim_Payout ;24994;Bank Transfer;Indian Bank             ;CXGE3349452245007;2023-09-07;Pending
249;86;Salary       ;50427;UPI          ;Canara Bank             ;MRAT4791125944105;2025-08-15;Failed 
250;87;Claim_Payout ;78093;Cash         ;                        ;                 ;2025-11-21;Success
251;87;Reimbursement;53160;UPI          ;Indian Bank             ;DRYL8625807689240;2025-01-25;Pending
252;88;Claim_Payout ;36676;UPI          ;UCO Bank                ;YCRI2320928762865;2023-10-12;Success
253;88;Salary       ;92061;UPI          ;Indian Overseas Bank    ;PRBZ0694124101560;2025-12-06;Success
254;88;Reimbursement;81530;Cash         ;                        ;                 ;2025-11-23;Pending
255;88;Reimbursement;11387;Bank Transfer;Dhanlaxmi Bank          ;IEMC8747238395356;2025-11-19;Pending
256;89;Reimbursement;72184;Cash         ;                        ;                 ;2025-10-24;Failed 
257;89;Salary       ;35160;UPI          ;Punjab National Bank    ;OPVG3825737059888;2023-04-17;Failed 
258;89;Claim_Payout ;93920;Cash         ;                        ;                 ;2024-03-31;Pending
259;90;Salary       ;11120;Cash         ;                        ;                 ;2024-07-04;Pending
260;90;Reimbursement;64971;Cash         ;                        ;                 ;2024-05-10;Success
261;90;Claim_Payout ;96679;Cash         ;                        ;                 ;2025-02-27;Failed 
262;90;Salary       ;54988;UPI          ;Yes Bank                ;SLUV8224978525305;2025-07-20;Success
263;91;Salary       ;31735;Bank Transfer;Punjab and Sind Bank    ;WDUP3019485299490;2024-12-31;Pending
264;91;Reimbursement;33008;Cash         ;                        ;                 ;2024-06-02;Pending
265;92;Reimbursement;130448;Cash         ;                        ;                 ;2025-04-02;Success
266;92;Claim_Payout ;90018;Bank Transfer;Punjab National Bank    ;GWBG4443157961625;2023-12-23;Success
267;93;Reimbursement;24899;Cash         ;                        ;                 ;2024-08-14;Success
268;93;Salary       ;136194;Bank Transfer;Indian Bank             ;XKFM7053461265109;2025-03-02;Pending
269;93;Reimbursement;21917;Bank Transfer;CSB Bank                ;CANA1966976596869;2024-02-08;Success
270;93;Claim_Payout ;77470;Cash         ;                        ;                 ;2024-03-12;Pending
271;94;Salary       ;89705;Bank Transfer;Bank of India           ;RTJS1955420189045;2024-01-10;Failed 
272;94;Salary       ;82050;Bank Transfer;ICICI Bank              ;DPXH5287852746796;2023-03-29;Failed 
273;95;Salary       ;83745;UPI          ;RBL Bank                ;VMWX7178680479707;2024-10-27;Pending
274;95;Reimbursement;109936;Bank Transfer;Karnataka Bank          ;XSQN0824210244867;2023-03-15;Success
275;95;Claim_Payout ;103636;Bank Transfer;Canara Bank             ;FECS7322135759856;2024-07-08;Failed 
276;96;Salary       ;144804;Bank Transfer;Bank of India           ;VMNN6363215086085;2025-04-13;Pending
277;96;Reimbursement;145712;Cash         ;                        ;                 ;2025-03-22;Success
278;97;Claim_Payout ;104371;Cash         ;                        ;                 ;2024-10-11;Failed 
279;97;Salary       ;143104;Cash         ;                        ;                 ;2024-02-16;Failed 
280;97;Claim_Payout ;74565;Cash         ;                        ;                 ;2024-11-17;Pending
281;97;Reimbursement;44347;UPI          ;Bank of Baroda          ;SVLR0074623041228;2025-07-23;Success
282;98;Salary       ;122223;Cash         ;                        ;                 ;2023-10-16;Failed 
283;98;Claim_Payout ;137374;UPI          ;IDBI Bank               ;KKWM2020858691324;2023-03-20;Failed 
284;99;Salary       ;11069;Bank Transfer;RBL Bank                ;DHRH2004584093104;2025-11-19;Success
285;99;Claim_Payout ;10342;UPI          ;HDFC Bank               ;NQNV9033634222108;2023-09-14;Pending
286;99;Reimbursement;112026;UPI          ;Kotak Mahindra Bank     ;POUR9281506192336;2024-02-17;Pending
