employee_id;employee_name;gender;date_of_birth;email;phone;department;designation;city;state;join_date;salary;employment_status
29;Anamika Gokhale     ;Male  ;1970-01-20;pallaaishani@example.net     ;8427472780;Admin     ;Analyst  ;Sasaram                     ;Bihar            ;2024-08-25;667520;Resigned
30;Isha Bhavsar        ;Male  ;1995-03-03;galayashica@example.net      ;911649438335;Finance   ;Analyst  ;Coimbatore                  ;Assam            ;2025-07-04;352807;Resigned
31;Upadhriti Vaidya    ;Female;2003-01-03;                             ;8459368627;Admin     ;Engineer ;Phagwara                    ;Karnataka        ;2022-12-12;835330;Active  
32;Yash Balasubramanian;Female;1992-06-15;rachana34@example.org        ;912979294782;Admin     ;Executive;Durgapur                    ;Tamil Nadu       ;2024-10-21;949144;On Leave
33;Dayita Rattan       ;Female;1981-06-04;jhaveridalaja@example.org    ;913657120090;Finance   ;Manager  ;Visakhapatnam               ;Meghalaya        ;2025-07-21;1193688;On Leave
34;Hema Maharaj        ;Male  ;1973-02-03;girishkapadia@example.com    ;917762334789;Operations;Engineer ;Rajpur Sonarpur             ;Manipur          ;2023-04-02;900600;Active  
35;Watika Choudhry     ;Female;1979-08-12;batraalexander@example.org   ;5694362200;Admin     ;Manager  ;Ulhasnagar                  ;Sikkim           ;2025-09-02;672980;Resigned
36;Ladli Kumar         ;Male  ;1973-11-26;sherechavvi@example.org      ;918082041613;Operations;Engineer ;Panchkula                   ;Rajasthan        ;2022-03-01;321786;On Leave
37;Rehaan Sem          ;Female;1991-07-31;amrita43@example.org         ;919925698805;Admin     ;Executive;Siwan                       ;Gujarat          ;2025-08-14;1108991;On Leave
38;Ekaraj Loke         ;Male  ;1969-12-23;                             ;916001878515;Operations;Analyst  ;Cuttack                     ;Nagaland         ;2021-05-04;654470;Resigned
39;Kabir Rana          ;Male  ;1995-06-01;vohraanamika@example.org     ;5140604524;Operations;Engineer ;Bhiwandi                    ;West Bengal      ;2023-08-22;566708;Resigned
40;Pavani Korpal       ;Female;1999-04-09;ganganigam@example.net       ;;Admin     ;Engineer ;Jalna                       ;Telangana        ;2022-05-23;547961;On Leave
41;Kamala Ramachandran ;Male  ;2000-07-08;gunbir65@example.org         ;1048564554;HR        ;Engineer ;Saharsa                     ;Mizoram          ;2021-02-16;930167;On Leave
42;Manthan Nadig       ;Female;1987-03-20;ekapad74@example.com         ;5619020879;Operations;Executive;Sambalpur                   ;Tamil Nadu       ;2025-12-08;1083953;Active  
43;Janaki Prabhakar    ;Female;1992-06-15;ucchal95@example.net         ;2024392126;HR        ;Engineer ;Navi Mumbai                 ;Nagaland         ;2023-04-26;576386;Active  
44;Samarth Lal         ;Male  ;1969-08-08;borateerth@example.net       ;918609574339;HR        ;Executive;Noida                       ;Maharashtra      ;2024-11-25;598961;On Leave
45;Ranbir Subramaniam  ;Male  ;1970-01-02;nikita30@example.net         ;6871698996;IT        ;Manager  ;Nagercoil                   ;West Bengal      ;2024-12-15;1176738;On Leave
46;Ranveer Mistry      ;Female;1965-06-07;mittalyauvani@example.net    ;8984868869;HR        ;Engineer ;Bidhannagar                 ;Jharkhand        ;2022-03-03;701648;Resigned
47;Logan Gaba          ;Male  ;1982-04-04;                             ;6401106474;Admin     ;Executive;Ongole                      ;Tripura          ;2023-12-02;964033;Active  
48;Tanmayi Dada        ;Female;1997-12-23;maanav62@example.org         ;914529464846;Operations;Analyst  ;Bhiwani                     ;Karnataka        ;2025-03-10;870080;Active  
49;Vyanjana Ratti      ;Male  ;1993-12-27;bhattkai@example.org         ;913014271620;Operations;Executive;Purnia                      ;Punjab           ;2021-06-28;310507;Active  
50;Pahal Palan         ;Female;1968-04-05;sainijagat@example.com       ;4270316174;Operations;Analyst  ;Singrauli                   ;Bihar            ;2025-02-17;977661;Active  
51;Manthan Raju        ;Female;1978-10-01;                             ;4783957105;Finance   ;Executive;Pimpri-Chinchwad            ;Nagaland         ;2024-10-19;848797;Resigned
52;Harrison Karnik     ;Female;1999-08-18;anamika36@example.org        ;914368908982;HR        ;Manager  ;Gopalpur                    ;Himachal Pradesh ;2025-02-20;314872;Active  
53;Amara Swamy         ;Male  ;1979-08-25;mpillai@example.com          ;915292978208;Operations;Analyst  ;Dehri                       ;Tamil Nadu       ;2022-03-16;795587;On Leave
54;Divya Tak           ;Female;1997-10-01;jagat22@example.net          ;3180921393;HR        ;Executive;Bhusawal                    ;Karnataka        ;2021-02-03;382131;Active  
55;Dalaja Kannan       ;Female;1970-10-24;                             ;8601552142;Admin     ;Manager  ;Sri Ganganagar              ;Assam            ;2021-11-02;698487;Resigned
56;Charita Nadig       ;Female;1981-12-31;chandran50@example.org       ;916531540851;IT        ;Manager  ;Cuttack                     ;Punjab           ;2023-05-13;340166;On Leave
57;Gavin Wable         ;Male  ;1997-06-03;zwason@example.com           ;914820981233;Finance   ;Manager  ;Panipat                     ;Nagaland         ;2021-03-24;948417;Active  
58;Anika Wagle         ;Male  ;1982-11-14;zdate@example.net            ;915185888909;IT        ;Executive;Amroha                      ;Sikkim           ;2022-03-07;615370;Active  
59;Falan Dhar          ;Female;1979-10-11;xnayak@example.com           ;912676192449;Operations;Engineer ;Siwan                       ;Andhra Pradesh   ;2022-03-08;924552;Resigned
60;Harrison Sharaf     ;Male  ;1967-02-15;rsami@example.com            ;6970170001;Admin     ;Analyst  ;Bettiah                     ;Mizoram          ;2024-02-01;903378;Active  
61;Ishani Som          ;Female;1981-09-28;                             ;910565409666;Operations;Engineer ;Durg                        ;Tripura          ;2023-12-17;862513;On Leave
62;Wazir Venkataraman  ;Female;1974-11-19;omishaan@example.net         ;918751907362;Finance   ;Engineer ;Ambattur                    ;Bihar            ;2023-03-03;785634;On Leave
63;Falguni Korpal      ;Male  ;1996-06-13;fpingle@example.net          ;3676819742;HR        ;Executive;Ahmedabad                   ;Madhya Pradesh   ;2024-08-01;789970;Active  
64;Atharv Borde        ;Male  ;1977-07-05;qpurohit@example.net         ;2281407638;Operations;Executive;Kolkata                     ;Nagaland         ;2023-03-07;644012;Active  
65;Nathan Gola         ;Male  ;1988-05-13;faqidyadav@example.net       ;912690836308;IT        ;Analyst  ;Dibrugarh                   ;Tamil Nadu       ;2025-08-15;1188795;Resigned
66;Yug Rao             ;Male  ;1996-09-12;bavalila@example.org         ;1708300474;Admin     ;Analyst  ;Rourkela                    ;Punjab           ;2022-03-10;1093327;Active  
67;Saumya Thaker       ;Male  ;1993-06-23;megharamachandran@example.org;4524942915;Operations;Executive;Asansol                     ;Himachal Pradesh ;2023-03-24;381036;On Leave
68;Ikshita Rajagopalan ;Female;1984-01-20;jarya@example.org            ;3319893863;HR        ;Engineer ;Begusarai                   ;Manipur          ;2024-05-20;845960;Resigned
69;Fitan Brahmbhatt    ;Female;1975-06-23;balannidra@example.com       ;2992881362;HR        ;Executive;Panihati                    ;Sikkim           ;2024-06-07;967235;On Leave
70;Pranav Kar          ;Female;1985-04-29;ijayaswamy@example.net       ;1843704991;Operations;Analyst  ;Raiganj                     ;Himachal Pradesh ;2021-07-20;550552;On Leave
71;Diya Dutta          ;Female;1974-01-25;chowdhuryradhika@example.net ;3388613682;IT        ;Engineer ;Delhi                       ;Tamil Nadu       ;2022-01-31;481152;On Leave
72;Kritika Subramaniam ;Female;2002-02-22;amritabarad@example.net      ;918836466471;IT        ;Analyst  ;Gaya                        ;Nagaland         ;2021-03-11;1043675;Active  
73;Chaitanya Suresh    ;Female;1979-08-24;vyohannan@example.org        ;911067329838;Admin     ;Analyst  ;Nagaon                      ;Kerala           ;2022-09-25;715568;Active  
74;Jagvi Bhattacharyya ;Female;1988-04-07;                             ;912470981961;Admin     ;Engineer ;Anand                       ;Uttarakhand      ;2025-12-04;442449;On Leave
75;Meera Loyal         ;Male  ;1989-01-09;jbawa@example.com            ;916495299841;Operations;Manager  ;Vijayanagaram               ;Madhya Pradesh   ;2025-06-24;324685;Active  
76;Ishaan Bansal       ;Female;2004-02-09;chaudhurigaurangi@example.com;8059171875;IT        ;Executive;Nanded                      ;Karnataka        ;2024-02-16;1000312;Resigned
77;Madhav Divan        ;Male  ;1972-05-26;gnadig@example.com           ;5495013468;Finance   ;Executive;Chapra                      ;Uttar Pradesh    ;2021-10-07;742502;Active  
78;Onkar Loke          ;Female;1993-03-21;datebarkha@example.net       ;4331470843;Admin     ;Analyst  ;Jamalpur                    ;Karnataka        ;2023-12-12;625847;Resigned
79;Zaitra Deol         ;Female;1967-06-17;zpatla@example.net           ;910562809862;HR        ;Manager  ;Muzaffarpur                 ;Bihar            ;2026-01-20;1010452;Active  
80;Yashawini Das       ;Female;1983-03-15;yhegde@example.org           ;7595300702;Finance   ;Analyst  ;Suryapet                    ;Arunachal Pradesh;2021-02-18;756070;Resigned
81;Frado Viswanathan   ;Male  ;1976-11-07;wablesai@example.org         ;4378556139;Admin     ;Executive;Maheshtala                  ;Sikkim           ;2023-08-01;494646;Resigned
82;Urvi Patla          ;Female;1966-08-20;gbail@example.net            ;9969551638;IT        ;Executive;Narasaraopet                ;Odisha           ;2025-09-26;1028013;On Leave
83;Shivani Sinha       ;Male  ;1976-04-24;                             ;4440907753;Operations;Analyst  ;Bhagalpur                   ;Tamil Nadu       ;2025-02-07;926681;Active  
84;Maanav Rajagopalan  ;Male  ;1994-10-27;choudhryishani@example.org   ;8046055490;Operations;Analyst  ;Jodhpur                     ;Karnataka        ;2022-01-28;701021;Active  
85;Kabir Menon         ;Female;1992-12-08;viraj02@example.net          ;9544668713;HR        ;Engineer ;Ahmednagar                  ;Punjab           ;2021-06-01;910183;On Leave
86;Udarsh Kohli        ;Male  ;1991-12-01;nkade@example.org            ;4504772205;Finance   ;Executive;Begusarai                   ;Karnataka        ;2025-06-03;595076;Resigned
87;Eesha Choudhury     ;Male  ;2004-10-09;anya60@example.com           ;917183946530;Admin     ;Analyst  ;Kavali                      ;Mizoram          ;2025-06-06;788309;On Leave
88;Kai Master          ;Male  ;1968-05-07;kamdaraarush@example.net     ;916010008550;Operations;Executive;Karaikudi                   ;Gujarat          ;2025-01-17;1027029;Active  
89;Amaira Merchant     ;Female;2004-08-23;vivaan23@example.com         ;913870556109;Operations;Executive;Dibrugarh                   ;Rajasthan        ;2021-11-08;1193691;Resigned
90;Tejas Kar           ;Male  ;1977-01-26;guneet05@example.net         ;911723045091;HR        ;Analyst  ;Kollam                      ;Uttar Pradesh    ;2022-12-29;988185;Active  
91;Jagdish Bhandari    ;Female;1978-10-30;                             ;914486304355;HR        ;Manager  ;Malda                       ;Tripura          ;2024-04-23;1192773;On Leave
92;Gaurav Sandhu       ;Female;1981-09-11;                             ;1316484556;IT        ;Analyst  ;Bharatpur                   ;Kerala           ;2023-09-29;396429;Active  
93;Urishilla Vaidya    ;Female;1966-03-23;joshua42@example.com         ;2822722219;Admin     ;Executive;Noida                       ;Kerala           ;2023-09-27;300789;Active  
94;Aradhana Solanki    ;Male  ;1986-02-19;sanghamitesh@example.net     ;7125127800;Admin     ;Manager  ;Raurkela Industrial Township;Telangana        ;2024-03-03;1190159;Resigned
95;Yahvi Prasad        ;Male  ;1988-05-03;goyalkeya@example.org        ;9303459635;Admin     ;Analyst  ;Ahmednagar                  ;Jharkhand        ;2025-11-22;745809;Active  
96;Rohan Chatterjee    ;Female;1974-04-11;jyotitoor@example.com        ;912314988898;HR        ;Manager  ;Bahraich                    ;Odisha           ;2025-05-29;804776;Active  
97;Qadim Vala          ;Female;1989-04-05;rachitaborah@example.com     ;913223027520;Finance   ;Analyst  ;Gwalior                     ;Punjab           ;2023-01-28;888654;Active  
98;Gagan Sastry        ;Male  ;1978-06-02;nitesh90@example.org         ;7800578527;Finance   ;Engineer ;Sasaram                     ;Karnataka        ;2025-11-18;1079400;Active  
99;Eesha Chakraborty   ;Male  ;1997-10-14;ojasvi14@example.org         ;5025354447;Admin     ;Manager  ;Ahmedabad                   ;Jharkhand        ;2022-06-09;696300;On Leave
100;Chanakya D’Alia   ;Male  ;1994-06-02;rkalla@example.com           ;9794942525;Operations;Executive;Sikar                       ;Kerala           ;2025-07-01;630746;Active  
101;Meghana Sengupta    ;Female;1975-04-09;ckibe@example.net            ;3110887975;Operations;Executive;Phusro                      ;Tamil Nadu       ;2025-04-14;1053771;On Leave
102;Agastya Raju        ;Female;2002-09-01;lgandhi@example.net          ;557384175;Admin     ;Manager  ;Nanded                      ;Chhattisgarh     ;2024-10-25;988359;Active  
103;Januja Nazareth     ;Male  ;1976-11-10;asridhar@example.net         ;919072836715;Finance   ;Manager  ;Durgapur                    ;Goa              ;2023-11-12;688314;Resigned
104;Pranit Wagle        ;Male  ;1986-01-11;prishasidhu@example.com      ;8428984934;Operations;Manager  ;Chennai                     ;Uttarakhand      ;2023-12-14;489378;On Leave
105;Pavani Rai          ;Male  ;1999-12-15;                             ;5301118627;IT        ;Analyst  ;South Dumdum                ;Meghalaya        ;2024-11-15;588930;On Leave
106;Rishi Sengupta      ;Female;1998-04-15;wmannan@example.org          ;4208018375;HR        ;Executive;Thanjavur                   ;Telangana        ;2021-12-02;559252;Resigned
107;Chatura Sidhu       ;Male  ;1983-12-28;vshroff@example.net          ;912686978252;Admin     ;Engineer ;Durgapur                    ;Punjab           ;2022-09-14;958127;Resigned
108;Tarak Setty         ;Female;1975-08-29;chauhanpavani@example.org    ;2585460677;HR        ;Analyst  ;Avadi                       ;Rajasthan        ;2025-12-31;958354;Resigned
109;Dhriti Mann         ;Male  ;1976-11-28;                             ;917181855785;Admin     ;Executive;Kishanganj                  ;Odisha           ;2024-12-28;812117;On Leave
110;Vedhika Ramesh      ;Male  ;2001-07-20;ojaskhosla@example.net       ;919305905605;Operations;Engineer ;Mirzapur                    ;Punjab           ;2024-07-14;729985;Active  
111;Bhavya Kapur        ;Male  ;1986-05-25;qrajagopalan@example.org     ;916599331956;Admin     ;Manager  ;Durg                        ;Bihar            ;2024-09-30;811960;Resigned
112;Indali Chander      ;Male  ;1992-10-23;isaacwalla@example.net       ;915266588433;Finance   ;Engineer ;Dehradun                    ;Nagaland         ;2022-06-03;364191;On Leave
113;Jagdish Sathe       ;Male  ;2004-11-12;                             ;5920523379;Finance   ;Manager  ;Visakhapatnam               ;Rajasthan        ;2021-10-26;451843;Active  
114;Upasna Dhar         ;Male  ;1979-04-14;lakshit45@example.org        ;7087333040;Admin     ;Manager  ;Kadapa                      ;Gujarat          ;2021-09-01;559809;Resigned
115;Imaran Ratta        ;Female;1987-08-23;sehgalvasudha@example.net    ;;Operations;Engineer ;Amritsar                    ;Chhattisgarh     ;2023-01-30;408171;Resigned
116;Ansh Khosla         ;Female;1991-11-04;ksastry@example.org          ;912800646235;Admin     ;Analyst  ;Tiruvottiyur                ;Odisha           ;2021-06-16;600187;Resigned
117;Kai Virk            ;Male  ;1989-10-31;                             ;1620522407;Finance   ;Executive;Karawal Nagar               ;Assam            ;2024-09-21;1121012;Resigned
118;Upma Thaker         ;Male  ;1971-08-26;meerarout@example.org        ;6757113995;Admin     ;Engineer ;Jalandhar                   ;Kerala           ;2021-12-15;442765;Resigned
119;Indrajit Chahal     ;Male  ;1965-04-21;fkeer@example.com            ;9096846090;HR        ;Executive;Udupi                       ;Meghalaya        ;2024-10-12;805145;Active  
120;Amruta Nagy         ;Female;1997-07-26;                             ;2774992586;Operations;Manager  ;Karaikudi                   ;Punjab           ;2024-06-11;693841;Resigned
121;Thomas Mohan        ;Female;1966-03-23;divanwakeeta@example.org     ;4484218270;HR        ;Manager  ;Nandyal                     ;Telangana        ;2025-11-26;926716;Active  
122;Kamya Dass          ;Male  ;1966-01-20;amrutabhattacharyya@example.c;480961159;Finance   ;Executive;Mysore                      ;Punjab           ;2025-04-18;383767;Active  
123;Caleb Guha          ;Female;1976-08-07;dadabrijesh@example.org      ;8432823318;HR        ;Engineer ;Phusro                      ;Maharashtra      ;2023-04-29;307542;On Leave
124;Bhavika Kothari     ;Male  ;1969-10-16;dakshesh06@example.net       ;7661230665;HR        ;Analyst  ;Sasaram                     ;Chhattisgarh     ;2022-07-30;1033522;Resigned
125;Veer Bhargava       ;Male  ;1989-12-07;sekhonekanta@example.org     ;914286179074;Admin     ;Engineer ;Jalna                       ;Gujarat          ;2022-03-09;731040;Resigned
126;Bakhshi Raja        ;Male  ;1996-02-29;deepvincent@example.com      ;1496385133;Operations;Analyst  ;Ramgarh                     ;Bihar            ;2022-07-27;421875;Resigned
127;Jagrati Sant        ;Female;1992-04-20;obajwa@example.com           ;916204696139;Admin     ;Analyst  ;Nangloi Jat                 ;Punjab           ;2024-08-24;536182;Resigned
128;Yashoda Chhabra     ;Female;1987-03-26;aashibakshi@example.net      ;1574142166;Admin     ;Analyst  ;Nangloi Jat                 ;Odisha           ;2022-02-28;568808;On Leave
129;Vyanjana Kaul       ;Female;1999-09-21;puridavid@example.com        ;1307149050;Admin     ;Manager  ;Srinagar                    ;Uttarakhand      ;2021-06-10;308349;Resigned
130;Irya Morar          ;Female;1971-03-28;uparmar@example.org          ;5835933344;Admin     ;Executive;Barasat                     ;Odisha           ;2021-02-04;495979;On Leave
131;Zayyan Karpe        ;Male  ;1975-02-06;neelchad@example.com         ;;HR        ;Executive;Amroha                      ;Gujarat          ;2024-06-18;704896;On Leave
132;Deepa Kannan        ;Male  ;1984-10-08;fnayar@example.org           ;913187870927;Operations;Engineer ;Panvel                      ;Bihar            ;2022-09-10;959075;Active  
133;Yagnesh Morar       ;Female;1979-08-20;                             ;7031574;IT        ;Analyst  ;Shahjahanpur                ;Sikkim           ;2022-01-01;322390;On Leave
134;Ayushman Hayer      ;Male  ;1974-04-17;sarrafayush@example.net      ;917280321025;Operations;Analyst  ;Hazaribagh                  ;Nagaland         ;2023-04-11;957001;Active  
135;Mitali Anand        ;Female;2002-01-23;indira48@example.com         ;8887412796;HR        ;Analyst  ;Tadipatri                   ;Gujarat          ;2025-07-12;484346;Active  
136;Zansi Behl          ;Female;1986-08-22;theodorenagar@example.com    ;916978102868;Admin     ;Manager  ;Tinsukia                    ;Himachal Pradesh ;2021-06-07;1024054;On Leave
137;Rishi Modi          ;Female;1990-12-09;zarna09@example.com          ;918882313720;Operations;Manager  ;Ichalkaranji                ;Andhra Pradesh   ;2022-05-05;1195436;Active  
138;Balveer Sani        ;Male  ;1997-05-17;tejassidhu@example.net       ;916312587785;Finance   ;Executive;Ballia                      ;Haryana          ;2024-10-28;1047578;On Leave
139;Netra Parekh        ;Female;1991-05-06;krishnacherian@example.org   ;9510697071;HR        ;Analyst  ;Malda                       ;Kerala           ;2025-05-30;573347;Resigned
140;Gautami Bansal      ;Female;1983-11-21;kai92@example.com            ;4737608414;Finance   ;Engineer ;Nagpur                      ;Odisha           ;2021-10-10;1031002;Resigned
141;Yoshita Golla       ;Male  ;1979-12-16;faris27@example.com          ;7719791000;IT        ;Executive;Vadodara                    ;Himachal Pradesh ;2023-09-14;852945;On Leave
142;Vansha Nazareth     ;Female;1966-03-21;poommen@example.org          ;78362231;HR        ;Manager  ;Thane                       ;Goa              ;2023-10-13;402211;Resigned
143;Suhani Yohannan     ;Female;2000-11-22;balvansami@example.org       ;8730966686;HR        ;Manager  ;Mango                       ;Karnataka        ;2025-11-10;676912;Resigned
144;Farhan Sodhi        ;Male  ;1993-08-05;qushidyal@example.net        ;8892467457;IT        ;Executive;Suryapet                    ;Madhya Pradesh   ;2023-06-29;1042014;Resigned
145;Jagrati Wali        ;Female;1980-05-28;anmol14@example.net          ;2494702713;Admin     ;Executive;Gorakhpur                   ;Madhya Pradesh   ;2021-07-16;396846;Active  
146;Ekansh Chandran     ;Male  ;1996-12-08;dbakshi@example.com          ;918735971556;Finance   ;Analyst  ;Ramagundam                  ;Assam            ;2023-01-03;947987;Resigned
147;Ikshita Sane        ;Male  ;1994-05-31;llata@example.org            ;915561959221;Finance   ;Executive;Morena                      ;Tamil Nadu       ;2023-01-15;486409;Resigned
148;Neel Jani           ;Female;1985-05-29;lakshitratta@example.com     ;5081053236;Operations;Executive;Sasaram                     ;Odisha           ;2023-05-18;549342;Resigned
149;Hamsini Subramaniam ;Female;1988-03-29;bhaktaliam@example.net       ;7210102437;Finance   ;Manager  ;Hosur                       ;Mizoram          ;2023-05-14;503650;Resigned
150;Leena Cheema        ;Male  ;1991-12-17;ekhurana@example.net         ;5290604509;Admin     ;Manager  ;Ratlam                      ;Odisha           ;2021-02-21;676322;On Leave
151;Manya Behl          ;Male  ;2004-10-13;bchatterjee@example.com      ;1900896526;IT        ;Executive;Asansol                     ;Uttar Pradesh    ;2023-06-27;1123836;On Leave
152;Ojas Singh          ;Male  ;1985-01-16;                             ;2527698281;HR        ;Analyst  ;Bhilwara                    ;Madhya Pradesh   ;2025-03-20;1150980;Active  
153;Bina Dutta          ;Female;1983-05-09;hmahal@example.com           ;911172733031;IT        ;Engineer ;Jalandhar                   ;Telangana        ;2021-05-17;669707;On Leave
154;Caleb Krishnan      ;Male  ;1993-04-18;idikacomar@example.org       ;9932897259;Operations;Engineer ;Anand                       ;Uttar Pradesh    ;2025-11-11;857000;On Leave
155;Eshana Wagle        ;Female;1969-11-08;aurorachanchal@example.org   ;1004849947;Finance   ;Analyst  ;Kochi                       ;Uttar Pradesh    ;2022-12-16;926565;Active  
156;Jeremiah Upadhyay   ;Male  ;1999-03-09;pausanya@example.org         ;2415435928;Admin     ;Analyst  ;Srikakulam                  ;Andhra Pradesh   ;2023-01-05;819113;On Leave
157;Jagrati Datta       ;Female;1992-11-06;prisha97@example.org         ;848533336;IT        ;Analyst  ;Bardhaman                   ;West Bengal      ;2021-01-25;875475;Active  
158;Yashawini Dey       ;Female;1994-03-02;hchana@example.com           ;913166217832;Admin     ;Manager  ;Darbhanga                   ;Kerala           ;2023-11-01;672766;Resigned
159;Zayan Dixit         ;Male  ;1967-03-04;aarinisubramaniam@example.net;;HR        ;Manager  ;Jhansi                      ;Bihar            ;2021-02-04;515313;Resigned
160;Harinakshi Narayan  ;Male  ;1992-12-26;aarini69@example.com         ;9163975401;Finance   ;Executive;Tirunelveli                 ;Punjab           ;2022-12-22;968840;On Leave
161;Chaaya Sampath      ;Female;1992-03-05;birmekhala@example.org       ;9376716273;Operations;Engineer ;Proddatur                   ;Tripura          ;2021-05-13;580512;Active  
162;Chaaya Dewan        ;Male  ;1982-02-23;vamakshi26@example.com       ;5340489474;HR        ;Engineer ;Kozhikode                   ;Jharkhand        ;2023-04-18;1155644;Active  
163;Manthan Lad         ;Male  ;1991-05-31;utalwar@example.org          ;193508406;Admin     ;Executive;Tadipatri                   ;Rajasthan        ;2023-10-24;623930;Resigned
164;Advaith Padmanabhan ;Female;1981-06-27;zilmil63@example.net         ;910507024936;Finance   ;Manager  ;Dehradun                    ;Arunachal Pradesh;2021-05-21;434769;Active  
165;Madhavi Choudhury   ;Female;1990-12-01;rajata03@example.com         ;9979398156;Operations;Manager  ;Noida                       ;Mizoram          ;2025-03-08;870738;On Leave
166;Oni Rana            ;Male  ;1979-11-27;aarav40@example.com          ;;Admin     ;Engineer ;Rohtak                      ;Nagaland         ;2022-10-31;1152260;On Leave
