employee_id;employee_name;gender;date_of_birth;email;phone;department;designation;city;state;join_date;salary;employment_status
16;Isaac Krishna       ;Female;1979-09-19;qparekh@example.org          ;3433514171;Operations;Manager  ;Ambattur                    ;Madhya Pradesh   ;2023-09-06;1087770;On Leave
17;Falak Grover        ;Male  ;1986-08-17;yatan51@example.net          ;9913303614;IT        ;Engineer ;Aurangabad                  ;Andhra Pradesh   ;2021-02-25;393872;On Leave
18;Jagrati Tak         ;Female;1996-12-22;harrisonthaker@example.com   ;918222254189;Admin     ;Engineer ;Cuttack                     ;Gujarat          ;2022-04-11;1085947;Resigned
19;Diya Jha            ;Male  ;1977-03-13;rachita82@example.org        ;;HR        ;Analyst  ;Hyderabad                   ;Madhya Pradesh   ;2023-12-14;572959;Active  
20;Aarna Sunder        ;Male  ;1966-09-25;dbahl@example.net            ;9292244696;IT        ;Executive;Pudukkottai                 ;Assam            ;2023-01-21;419045;On Leave
21;Abhimanyu Goel      ;Male  ;2001-01-18;xiti73@example.org           ;7736589430;Finance   ;Manager  ;Sasaram                     ;Rajasthan        ;2024-03-16;796501;On Leave
22;Yasti Jani          ;Female;1986-04-16;chandani85@example.org       ;7911989622;Finance   ;Executive;Purnia                      ;Gujarat          ;2025-11-30;967605;On Leave
23;Warda Ramesh        ;Female;1988-10-02;kvarma@example.net           ;814141291;IT        ;Engineer ;New Delhi                   ;West Bengal      ;2024-04-27;348866;Resigned
24;Mekhala Gala        ;Female;1987-03-22;                             ;911698614436;Operations;Executive;Jhansi                      ;Mizoram          ;2024-10-20;1072314;Active  
25;Azaan Kibe          ;Female;1982-10-17;oscarmane@example.org        ;3449472857;Finance   ;Engineer ;Bhilai                      ;Tripura          ;2022-11-06;399226;On Leave
26;Samarth Mander      ;Male  ;1972-06-06;dalalagastya@example.net     ;2185946858;Operations;Engineer ;Mumbai                      ;Bihar            ;2024-10-31;937049;Active  
27;Inaya Mody          ;Male  ;2001-10-09;ynori@example.net            ;9716638049;Finance   ;Manager  ;Surendranagar Dudhrej       ;Punjab           ;2025-06-19;531886;Active  
28;Dalaja Garde        ;Male  ;1995-08-27;jagvivora@example.org        ;6966599173;IT        ;Analyst  ;Jaipur                      ;Maharashtra      ;2022-05-25;339338;On Leave
29;Anamika Gokhale     ;Male  ;1970-01-25;pallaaishani@example.net     ;8427472780;Operations;Analyst  ;Sasaram                     ;Bihar            ;2024-08-30;636396;Resigned
30;Isha Bhavsar        ;Female;1995-03-08;galayashica@example.net      ;911649438335;Operations;Analyst  ;Coimbatore                  ;Assam            ;2025-07-09;941201;Resigned
31;Upadhriti Vaidya    ;Male  ;2003-01-08;gangulychameli@example.net   ;8459368627;HR        ;Executive;Phagwara                    ;Karnataka        ;2022-12-17;993020;Resigned
32;Yash Balasubramanian;Female;1992-06-20;rachana34@example.org        ;912979294782;IT        ;Manager  ;Durgapur                    ;Tamil Nadu       ;2024-10-26;448739;On Leave
33;Dayita Rattan       ;Male  ;1981-06-09;jhaveridalaja@example.org    ;913657120090;Admin     ;Engineer ;Visakhapatnam               ;Meghalaya        ;2025-07-26;914615;Active  
34;Hema Maharaj        ;Male  ;1973-02-08;girishkapadia@example.com    ;917762334789;Finance   ;Executive;Rajpur Sonarpur             ;Manipur          ;2023-04-07;545933;Active  
35;Watika Choudhry     ;Female;1979-08-17;batraalexander@example.org   ;5694362200;Operations;Analyst  ;Ulhasnagar                  ;Sikkim           ;2025-09-07;1144863;Resigned
36;Ladli Kumar         ;Male  ;1973-12-01;sherechavvi@example.org      ;918082041613;IT        ;Engineer ;Panchkula                   ;Rajasthan        ;2022-03-06;849407;Resigned
37;Rehaan Sem          ;Male  ;1991-08-05;amrita43@example.org         ;919925698805;Operations;Manager  ;Siwan                       ;Gujarat          ;2025-08-19;511931;Resigned
38;Ekaraj Loke         ;Male  ;1969-12-28;peter12@example.org          ;916001878515;Operations;Engineer ;Cuttack                     ;Nagaland         ;2021-05-09;1171284;Active  
39;Kabir Rana          ;Female;1995-06-06;vohraanamika@example.org     ;5140604524;Admin     ;Engineer ;Bhiwandi                    ;West Bengal      ;2023-08-27;1075575;On Leave
40;Pavani Korpal       ;Male  ;1999-04-14;ganganigam@example.net       ;;Finance   ;Analyst  ;Jalna                       ;Telangana        ;2022-05-28;729170;On Leave
41;Kamala Ramachandran ;Male  ;2000-07-13;gunbir65@example.org         ;1048564554;HR        ;Analyst  ;Saharsa                     ;Mizoram          ;2021-02-21;555239;On Leave
42;Manthan Nadig       ;Male  ;1987-03-25;ekapad74@example.com         ;5619020879;HR        ;Analyst  ;Sambalpur                   ;Tamil Nadu       ;2025-12-13;1014981;Active  
43;Janaki Prabhakar    ;Male  ;1992-06-20;ucchal95@example.net         ;2024392126;Operations;Executive;Navi Mumbai                 ;Nagaland         ;2023-05-01;681211;On Leave
44;Samarth Lal         ;Male  ;1969-08-13;borateerth@example.net       ;918609574339;IT        ;Executive;Noida                       ;Maharashtra      ;2024-11-30;1069886;On Leave
45;Ranbir Subramaniam  ;Male  ;1970-01-07;nikita30@example.net         ;6871698996;HR        ;Analyst  ;Nagercoil                   ;West Bengal      ;2024-12-20;315173;Active  
46;Ranveer Mistry      ;Female;1965-06-12;mittalyauvani@example.net    ;8984868869;HR        ;Manager  ;Bidhannagar                 ;Jharkhand        ;2022-03-08;1195642;Resigned
47;Logan Gaba          ;Male  ;1982-04-09;samrabalhaar@example.com     ;6401106474;Finance   ;Executive;Ongole                      ;Tripura          ;2023-12-07;686528;Resigned
48;Tanmayi Dada        ;Female;1997-12-28;maanav62@example.org         ;914529464846;HR        ;Executive;Bhiwani                     ;Karnataka        ;2025-03-15;1058318;On Leave
49;Vyanjana Ratti      ;Female;1994-01-01;bhattkai@example.org         ;913014271620;Admin     ;Manager  ;Purnia                      ;Punjab           ;2021-07-03;329976;On Leave
50;Pahal Palan         ;Female;1968-04-10;sainijagat@example.com       ;4270316174;Admin     ;Engineer ;Singrauli                   ;Bihar            ;2025-02-22;1198859;Active  
51;Manthan Raju        ;Female;1978-10-06;aarinisaha@example.net       ;4783957105;Finance   ;Analyst  ;Pimpri-Chinchwad            ;Nagaland         ;2024-10-24;629505;Resigned
52;Harrison Karnik     ;Male  ;1999-08-23;anamika36@example.org        ;914368908982;HR        ;Manager  ;Gopalpur                    ;Himachal Pradesh ;2025-02-25;606374;Resigned
53;Amara Swamy         ;Female;1979-08-30;mpillai@example.com          ;915292978208;Admin     ;Analyst  ;Dehri                       ;Tamil Nadu       ;2022-03-21;741818;On Leave
54;Divya Tak           ;Male  ;1997-10-06;jagat22@example.net          ;3180921393;Finance   ;Engineer ;Bhusawal                    ;Karnataka        ;2021-02-08;1066635;Resigned
55;Dalaja Kannan       ;Female;1970-10-29;atiom@example.com            ;8601552142;IT        ;Engineer ;Sri Ganganagar              ;Assam            ;2021-11-07;671092;On Leave
56;Charita Nadig       ;Male  ;1982-01-05;chandran50@example.org       ;;IT        ;Analyst  ;Cuttack                     ;Punjab           ;2023-05-18;1044027;Active  
57;Gavin Wable         ;Female;1997-06-08;zwason@example.com           ;914820981233;HR        ;Executive;Panipat                     ;Nagaland         ;2021-03-29;683828;Resigned
58;Anika Wagle         ;Male  ;1982-11-19;zdate@example.net            ;915185888909;IT        ;Engineer ;Amroha                      ;Sikkim           ;2022-03-12;942766;Active  
59;Falan Dhar          ;Female;1979-10-16;xnayak@example.com           ;912676192449;Operations;Engineer ;Siwan                       ;Andhra Pradesh   ;2022-03-13;1119763;Active  
60;Harrison Sharaf     ;Female;1967-02-20;rsami@example.com            ;6970170001;HR        ;Engineer ;Bettiah                     ;Mizoram          ;2024-02-06;775067;On Leave
61;Ishani Som          ;Male  ;1981-10-03;hiteshparmar@example.org     ;;Operations;Engineer ;Durg                        ;Tripura          ;2023-12-22;346909;Resigned
62;Wazir Venkataraman  ;Male  ;1974-11-24;omishaan@example.net         ;918751907362;HR        ;Executive;Ambattur                    ;Bihar            ;2023-03-08;819137;On Leave
63;Falguni Korpal      ;Male  ;1996-06-18;fpingle@example.net          ;3676819742;HR        ;Engineer ;Ahmedabad                   ;Madhya Pradesh   ;2024-08-06;633323;Active  
64;Atharv Borde        ;Female;1977-07-10;qpurohit@example.net         ;2281407638;Admin     ;Manager  ;Kolkata                     ;Nagaland         ;2023-03-12;559101;Active  
65;Nathan Gola         ;Female;1988-05-18;faqidyadav@example.net       ;912690836308;Operations;Engineer ;Dibrugarh                   ;Tamil Nadu       ;2025-08-20;911355;Active  
66;Yug Rao             ;Female;1996-09-17;bavalila@example.org         ;1708300474;Operations;Analyst  ;Rourkela                    ;Punjab           ;2022-03-15;1023069;Active  
67;Saumya Thaker       ;Male  ;1993-06-28;megharamachandran@example.org;4524942915;IT        ;Executive;Asansol                     ;Himachal Pradesh ;2023-03-29;873626;Active  
68;Ikshita Rajagopalan ;Male  ;1984-01-25;jarya@example.org            ;3319893863;HR        ;Analyst  ;Begusarai                   ;Manipur          ;2024-05-25;353705;On Leave
69;Fitan Brahmbhatt    ;Female;1975-06-28;balannidra@example.com       ;2992881362;Admin     ;Executive;Panihati                    ;Sikkim           ;2024-06-12;1041757;Active  
70;Pranav Kar          ;Male  ;1985-05-04;ijayaswamy@example.net       ;1843704991;Finance   ;Executive;Raiganj                     ;Himachal Pradesh ;2021-07-25;372542;Resigned
71;Diya Dutta          ;Female;1974-01-30;                             ;3388613682;IT        ;Analyst  ;Delhi                       ;Tamil Nadu       ;2022-02-05;1103446;Resigned
72;Kritika Subramaniam ;Female;2002-02-27;                             ;918836466471;Finance   ;Analyst  ;Gaya                        ;Nagaland         ;2021-03-16;541433;On Leave
73;Chaitanya Suresh    ;Female;1979-08-29;vyohannan@example.org        ;911067329838;Finance   ;Executive;Nagaon                      ;Kerala           ;2022-09-30;788428;Active  
74;Jagvi Bhattacharyya ;Female;1988-04-12;shankerchaitanya@example.net ;912470981961;Finance   ;Executive;Anand                       ;Uttarakhand      ;2025-12-09;1110506;On Leave
75;Meera Loyal         ;Female;1989-01-14;jbawa@example.com            ;916495299841;IT        ;Engineer ;Vijayanagaram               ;Madhya Pradesh   ;2025-06-29;746997;Resigned
76;Ishaan Bansal       ;Female;2004-02-14;chaudhurigaurangi@example.com;8059171875;Admin     ;Engineer ;Nanded                      ;Karnataka        ;2024-02-21;1177477;Active  
77;Madhav Divan        ;Male  ;1972-05-31;gnadig@example.com           ;5495013468;HR        ;Analyst  ;Chapra                      ;Uttar Pradesh    ;2021-10-12;1049038;On Leave
78;Onkar Loke          ;Male  ;1993-03-26;datebarkha@example.net       ;4331470843;HR        ;Analyst  ;Jamalpur                    ;Karnataka        ;2023-12-17;392335;Resigned
79;Zaitra Deol         ;Male  ;1967-06-22;zpatla@example.net           ;;HR        ;Executive;Muzaffarpur                 ;Bihar            ;2026-01-25;461588;Active  
80;Yashawini Das       ;Male  ;1983-03-20;yhegde@example.org           ;7595300702;Finance   ;Analyst  ;Suryapet                    ;Arunachal Pradesh;2021-02-23;904665;On Leave
81;Frado Viswanathan   ;Male  ;1976-11-12;wablesai@example.org         ;4378556139;Admin     ;Executive;Maheshtala                  ;Sikkim           ;2023-08-06;945454;Active  
82;Urvi Patla          ;Male  ;1966-08-25;gbail@example.net            ;9969551638;Operations;Executive;Narasaraopet                ;Odisha           ;2025-10-01;300294;Active  
83;Shivani Sinha       ;Female;1976-04-29;charvi96@example.net         ;4440907753;IT        ;Manager  ;Bhagalpur                   ;Tamil Nadu       ;2025-02-12;585260;Resigned
84;Maanav Rajagopalan  ;Female;1994-11-01;choudhryishani@example.org   ;;Operations;Engineer ;Jodhpur                     ;Karnataka        ;2022-02-02;614884;Active  
85;Kabir Menon         ;Male  ;1992-12-13;viraj02@example.net          ;9544668713;Finance   ;Engineer ;Ahmednagar                  ;Punjab           ;2021-06-06;1133481;Active  
86;Udarsh Kohli        ;Male  ;1991-12-06;nkade@example.org            ;4504772205;Admin     ;Engineer ;Begusarai                   ;Karnataka        ;2025-06-08;1076251;On Leave
87;Eesha Choudhury     ;Male  ;2004-10-14;anya60@example.com           ;917183946530;IT        ;Analyst  ;Kavali                      ;Mizoram          ;2025-06-11;762067;Resigned
88;Kai Master          ;Male  ;1968-05-12;kamdaraarush@example.net     ;916010008550;IT        ;Manager  ;Karaikudi                   ;Gujarat          ;2025-01-22;413997;On Leave
89;Amaira Merchant     ;Male  ;2004-08-28;                             ;913870556109;Admin     ;Manager  ;Dibrugarh                   ;Rajasthan        ;2021-11-13;1021138;Active  
90;Tejas Kar           ;Female;1977-01-31;guneet05@example.net         ;911723045091;HR        ;Engineer ;Kollam                      ;Uttar Pradesh    ;2023-01-03;1106282;On Leave
91;Jagdish Bhandari    ;Female;1978-11-04;daliagagan@example.net       ;914486304355;Operations;Executive;Malda                       ;Tripura          ;2024-04-28;1137846;On Leave
92;Gaurav Sandhu       ;Female;1981-09-16;                             ;1316484556;Admin     ;Engineer ;Bharatpur                   ;Kerala           ;2023-10-04;996263;On Leave
93;Urishilla Vaidya    ;Female;1966-03-28;joshua42@example.com         ;2822722219;Admin     ;Manager  ;Noida                       ;Kerala           ;2023-10-02;713324;Resigned
94;Aradhana Solanki    ;Male  ;1986-02-24;sanghamitesh@example.net     ;7125127800;Operations;Executive;Raurkela Industrial Township;Telangana        ;2024-03-08;492609;On Leave
95;Yahvi Prasad        ;Male  ;1988-05-08;goyalkeya@example.org        ;9303459635;HR        ;Engineer ;Ahmednagar                  ;Jharkhand        ;2025-11-27;933974;Resigned
96;Rohan Chatterjee    ;Female;1974-04-16;jyotitoor@example.com        ;912314988898;IT        ;Engineer ;Bahraich                    ;Odisha           ;2025-06-03;376419;On Leave
97;Qadim Vala          ;Male  ;1989-04-10;rachitaborah@example.com     ;913223027520;Admin     ;Manager  ;Gwalior                     ;Punjab           ;2023-02-02;786248;Resigned
98;Gagan Sastry        ;Female;1978-06-07;                             ;7800578527;Admin     ;Analyst  ;Sasaram                     ;Karnataka        ;2025-11-23;427959;Active  
99;Eesha Chakraborty   ;Female;1997-10-19;ojasvi14@example.org         ;5025354447;IT        ;Engineer ;Ahmedabad                   ;Jharkhand        ;2022-06-14;761968;Active  
100;Chanakya D’Alia   ;Male  ;1994-06-07;rkalla@example.com           ;9794942525;Admin     ;Manager  ;Sikar                       ;Kerala           ;2025-07-06;1115789;On Leave
101;Meghana Sengupta    ;Female;1975-04-14;ckibe@example.net            ;3110887975;HR        ;Analyst  ;Phusro                      ;Tamil Nadu       ;2025-04-19;356958;Resigned
102;Agastya Raju        ;Male  ;2002-09-06;lgandhi@example.net          ;557384175;Finance   ;Manager  ;Nanded                      ;Chhattisgarh     ;2024-10-30;869479;Active  
103;Januja Nazareth     ;Male  ;1976-11-15;asridhar@example.net         ;919072836715;Operations;Executive;Durgapur                    ;Goa              ;2023-11-17;943232;On Leave
104;Pranit Wagle        ;Female;1986-01-16;prishasidhu@example.com      ;8428984934;HR        ;Analyst  ;Chennai                     ;Uttarakhand      ;2023-12-19;529592;On Leave
105;Pavani Rai          ;Male  ;1999-12-20;riasengupta@example.net      ;5301118627;Admin     ;Analyst  ;South Dumdum                ;Meghalaya        ;2024-11-20;517738;On Leave
106;Rishi Sengupta      ;Male  ;1998-04-20;wmannan@example.org          ;4208018375;Operations;Engineer ;Thanjavur                   ;Telangana        ;2021-12-07;1094314;Resigned
107;Chatura Sidhu       ;Male  ;1984-01-02;vshroff@example.net          ;912686978252;IT        ;Analyst  ;Durgapur                    ;Punjab           ;2022-09-19;1190506;Active  
108;Tarak Setty         ;Female;1975-09-03;chauhanpavani@example.org    ;2585460677;Admin     ;Manager  ;Avadi                       ;Rajasthan        ;2026-01-05;654109;On Leave
109;Dhriti Mann         ;Female;1976-12-03;suripranit@example.com       ;917181855785;Operations;Manager  ;Kishanganj                  ;Odisha           ;2025-01-02;522103;On Leave
110;Vedhika Ramesh      ;Female;2001-07-25;ojaskhosla@example.net       ;919305905605;Admin     ;Manager  ;Mirzapur                    ;Punjab           ;2024-07-19;650744;On Leave
111;Bhavya Kapur        ;Male  ;1986-05-30;qrajagopalan@example.org     ;916599331956;Finance   ;Engineer ;Durg                        ;Bihar            ;2024-10-05;990992;Resigned
112;Indali Chander      ;Male  ;1992-10-28;                             ;915266588433;Admin     ;Executive;Dehradun                    ;Nagaland         ;2022-06-08;841572;Active  
113;Jagdish Sathe       ;Female;2004-11-17;raaginidesai@example.com     ;5920523379;Finance   ;Analyst  ;Visakhapatnam               ;Rajasthan        ;2021-10-31;874586;On Leave
114;Upasna Dhar         ;Female;1979-04-19;lakshit45@example.org        ;7087333040;Admin     ;Executive;Kadapa                      ;Gujarat          ;2021-09-06;552226;Active  
115;Imaran Ratta        ;Male  ;1987-08-28;sehgalvasudha@example.net    ;2655666583;IT        ;Engineer ;Amritsar                    ;Chhattisgarh     ;2023-02-04;1124851;Resigned
116;Ansh Khosla         ;Male  ;1991-11-09;ksastry@example.org          ;912800646235;Admin     ;Analyst  ;Tiruvottiyur                ;Odisha           ;2021-06-21;920459;On Leave
117;Kai Virk            ;Female;1989-11-05;pallajacob@example.org       ;1620522407;HR        ;Engineer ;Karawal Nagar               ;Assam            ;2024-09-26;617699;On Leave
118;Upma Thaker         ;Male  ;1971-08-31;meerarout@example.org        ;6757113995;Finance   ;Engineer ;Jalandhar                   ;Kerala           ;2021-12-20;533674;Resigned
119;Indrajit Chahal     ;Male  ;1965-04-26;fkeer@example.com            ;9096846090;IT        ;Manager  ;Udupi                       ;Meghalaya        ;2024-10-17;882908;Active  
120;Amruta Nagy         ;Female;1997-07-31;dwalla@example.com           ;2774992586;Admin     ;Analyst  ;Karaikudi                   ;Punjab           ;2024-06-16;809119;Resigned
121;Thomas Mohan        ;Male  ;1966-03-28;divanwakeeta@example.org     ;4484218270;IT        ;Manager  ;Nandyal                     ;Telangana        ;2025-12-01;991397;Active  
122;Kamya Dass          ;Male  ;1966-01-25;amrutabhattacharyya@example.c;;IT        ;Analyst  ;Mysore                      ;Punjab           ;2025-04-23;656365;Resigned
123;Caleb Guha          ;Male  ;1976-08-12;dadabrijesh@example.org      ;8432823318;Operations;Analyst  ;Phusro                      ;Maharashtra      ;2023-05-04;1156379;Resigned
124;Bhavika Kothari     ;Male  ;1969-10-21;dakshesh06@example.net       ;7661230665;HR        ;Analyst  ;Sasaram                     ;Chhattisgarh     ;2022-08-04;860435;Resigned
125;Veer Bhargava       ;Male  ;1989-12-12;sekhonekanta@example.org     ;914286179074;Admin     ;Executive;Jalna                       ;Gujarat          ;2022-03-14;541343;On Leave
126;Bakhshi Raja        ;Male  ;1996-03-05;deepvincent@example.com      ;1496385133;IT        ;Manager  ;Ramgarh                     ;Bihar            ;2022-08-01;1007714;Resigned
127;Jagrati Sant        ;Female;1992-04-25;obajwa@example.com           ;916204696139;Admin     ;Engineer ;Nangloi Jat                 ;Punjab           ;2024-08-29;951577;Resigned
128;Yashoda Chhabra     ;Male  ;1987-03-31;aashibakshi@example.net      ;1574142166;Finance   ;Engineer ;Nangloi Jat                 ;Odisha           ;2022-03-05;337410;Resigned
129;Vyanjana Kaul       ;Male  ;1999-09-26;puridavid@example.com        ;1307149050;Finance   ;Manager  ;Srinagar                    ;Uttarakhand      ;2021-06-15;1035030;Resigned
130;Irya Morar          ;Female;1971-04-02;uparmar@example.org          ;5835933344;Admin     ;Engineer ;Barasat                     ;Odisha           ;2021-02-09;398583;Active  
131;Zayyan Karpe        ;Female;1975-02-11;neelchad@example.com         ;3228915632;IT        ;Engineer ;Amroha                      ;Gujarat          ;2024-06-23;754330;Active  
132;Deepa Kannan        ;Female;1984-10-13;fnayar@example.org           ;913187870927;Admin     ;Executive;Panvel                      ;Bihar            ;2022-09-15;387621;Active  
133;Yagnesh Morar       ;Male  ;1979-08-25;darika45@example.com         ;7031574;HR        ;Manager  ;Shahjahanpur                ;Sikkim           ;2022-01-06;303204;Resigned
134;Ayushman Hayer      ;Male  ;1974-04-22;sarrafayush@example.net      ;917280321025;Finance   ;Executive;Hazaribagh                  ;Nagaland         ;2023-04-16;779798;On Leave
135;Mitali Anand        ;Female;2002-01-28;indira48@example.com         ;8887412796;HR        ;Executive;Tadipatri                   ;Gujarat          ;2025-07-17;873087;Active  
136;Zansi Behl          ;Male  ;1986-08-27;theodorenagar@example.com    ;916978102868;Admin     ;Engineer ;Tinsukia                    ;Himachal Pradesh ;2021-06-12;1068521;On Leave
137;Rishi Modi          ;Male  ;1990-12-14;zarna09@example.com          ;918882313720;Finance   ;Executive;Ichalkaranji                ;Andhra Pradesh   ;2022-05-10;632845;Active  
138;Balveer Sani        ;Female;1997-05-22;tejassidhu@example.net       ;916312587785;IT        ;Manager  ;Ballia                      ;Haryana          ;2024-11-02;955782;On Leave
139;Netra Parekh        ;Male  ;1991-05-11;krishnacherian@example.org   ;9510697071;Admin     ;Engineer ;Malda                       ;Kerala           ;2025-06-04;879769;Resigned
140;Gautami Bansal      ;Female;1983-11-26;                             ;4737608414;Admin     ;Analyst  ;Nagpur                      ;Odisha           ;2021-10-15;631079;Resigned
141;Yoshita Golla       ;Male  ;1979-12-21;faris27@example.com          ;7719791000;Admin     ;Engineer ;Vadodara                    ;Himachal Pradesh ;2023-09-19;312837;Active  
142;Vansha Nazareth     ;Female;1966-03-26;poommen@example.org          ;78362231;HR        ;Manager  ;Thane                       ;Goa              ;2023-10-18;877952;Active  
143;Suhani Yohannan     ;Male  ;2000-11-27;balvansami@example.org       ;8730966686;Finance   ;Engineer ;Mango                       ;Karnataka        ;2025-11-15;1036802;On Leave
144;Farhan Sodhi        ;Male  ;1993-08-10;qushidyal@example.net        ;8892467457;HR        ;Analyst  ;Suryapet                    ;Madhya Pradesh   ;2023-07-04;641063;Resigned
145;Jagrati Wali        ;Male  ;1980-06-02;anmol14@example.net          ;2494702713;Operations;Executive;Gorakhpur                   ;Madhya Pradesh   ;2021-07-21;317208;On Leave
146;Ekansh Chandran     ;Male  ;1996-12-13;dbakshi@example.com          ;918735971556;Finance   ;Analyst  ;Ramagundam                  ;Assam            ;2023-01-08;855994;Active  
147;Ikshita Sane        ;Male  ;1994-06-05;llata@example.org            ;915561959221;Operations;Engineer ;Morena                      ;Tamil Nadu       ;2023-01-20;1009416;Resigned
148;Neel Jani           ;Female;1985-06-03;lakshitratta@example.com     ;;HR        ;Analyst  ;Sasaram                     ;Odisha           ;2023-05-23;865322;Active  
149;Hamsini Subramaniam ;Female;1988-04-03;bhaktaliam@example.net       ;7210102437;HR        ;Manager  ;Hosur                       ;Mizoram          ;2023-05-19;699831;On Leave
150;Leena Cheema        ;Male  ;1991-12-22;ekhurana@example.net         ;5290604509;Finance   ;Executive;Ratlam                      ;Odisha           ;2021-02-26;705762;On Leave
151;Manya Behl          ;Male  ;2004-10-18;bchatterjee@example.com      ;1900896526;HR        ;Manager  ;Asansol                     ;Uttar Pradesh    ;2023-07-02;1179129;Active  
152;Ojas Singh          ;Male  ;1985-01-21;bakhshi68@example.net        ;2527698281;IT        ;Manager  ;Bhilwara                    ;Madhya Pradesh   ;2025-03-25;803451;On Leave
153;Bina Dutta          ;Female;1983-05-14;                             ;911172733031;HR        ;Engineer ;Jalandhar                   ;Telangana        ;2021-05-22;661443;Resigned
154;Caleb Krishnan      ;Female;1993-04-23;idikacomar@example.org       ;9932897259;Admin     ;Analyst  ;Anand                       ;Uttar Pradesh    ;2025-11-16;600646;On Leave
155;Eshana Wagle        ;Female;1969-11-13;aurorachanchal@example.org   ;1004849947;Admin     ;Engineer ;Kochi                       ;Uttar Pradesh    ;2022-12-21;984995;Resigned
156;Jeremiah Upadhyay   ;Female;1999-03-14;                             ;2415435928;Admin     ;Engineer ;Srikakulam                  ;Andhra Pradesh   ;2023-01-10;893157;On Leave
157;Jagrati Datta       ;Female;1992-11-11;prisha97@example.org         ;848533336;Operations;Manager  ;Bardhaman                   ;West Bengal      ;2021-01-30;648461;Active  
158;Yashawini Dey       ;Female;1994-03-07;hchana@example.com           ;913166217832;Operations;Executive;Darbhanga                   ;Kerala           ;2023-11-06;783458;On Leave
159;Zayan Dixit         ;Male  ;1967-03-09;                             ;502343165;Admin     ;Manager  ;Jhansi                      ;Bihar            ;2021-02-09;576683;Resigned
160;Harinakshi Narayan  ;Male  ;1992-12-31;aarini69@example.com         ;9163975401;IT        ;Engineer ;Tirunelveli                 ;Punjab           ;2022-12-27;662452;Resigned
161;Chaaya Sampath      ;Male  ;1992-03-10;birmekhala@example.org       ;9376716273;HR        ;Analyst  ;Proddatur                   ;Tripura          ;2021-05-18;834560;Active  
162;Chaaya Dewan        ;Male  ;1982-02-28;vamakshi26@example.com       ;5340489474;HR        ;Executive;Kozhikode                   ;Jharkhand        ;2023-04-23;555321;Active  
163;Manthan Lad         ;Male  ;1991-06-05;utalwar@example.org          ;193508406;HR        ;Executive;Tadipatri                   ;Rajasthan        ;2023-10-29;665261;Active  
164;Advaith Padmanabhan ;Male  ;1981-07-02;zilmil63@example.net         ;910507024936;HR        ;Engineer ;Dehradun                    ;Arunachal Pradesh;2021-05-26;961595;Resigned
165;Madhavi Choudhury   ;Male  ;1990-12-06;rajata03@example.com         ;9979398156;HR        ;Manager  ;Noida                       ;Mizoram          ;2025-03-13;396828;Active  
