employee_id,employee_name,gender,date_of_birth,email,phone,department,designation,city,state,join_date,salary,employment_status
25,Azaan Kibe,Female,17-10-1982,oscarmane@example.org,3449472857,Finance,Engineer,Bhilai,Tripura,06-11-2022,399226,On Leave
26,Samarth Mander,Male,06-06-1972,dalalagastya@example.net,2185946858,Operations,Engineer,Mumbai,Bihar,31-10-2024,937049,Active
27,Inaya Mody,Male,09-10-2001,ynori@example.net,9716638049,Finance,Manager,Surendranagar Dudhrej,Punjab,19-06-2025,531886,Active
28,Dalaja Garde,Male,27-08-1995,jagvivora@example.org,6966599173,IT,Analyst,Jaipur,Maharashtra,25-05-2022,339338,On Leave
29,Anamika Gokhale,Male,25-01-1970,pallaaishani@example.net,8427472780,Operations,Analyst,Sasaram,Bihar,30-08-2024,636396,Resigned
30,Isha Bhavsar,Female,08-03-1995,galayashica@example.net,9.11649E+11,Operations,Analyst,Coimbatore,Assam,09-07-2025,941201,Resigned
31,Upadhriti Vaidya,Male,08-01-2003,gangulychameli@example.net,8459368627,HR,Executive,Phagwara,Karnataka,17-12-2022,993020,Resigned
32,Yash Balasubramanian,Female,20-06-1992,rachana34@example.org,9.12979E+11,IT,Manager,Durgapur,Tamil Nadu,26-10-2024,448739,On Leave
33,Dayita Rattan,Male,09-06-1981,jhaveridalaja@example.org,9.13657E+11,Admin,Engineer,Visakhapatnam,Meghalaya,26-07-2025,914615,Active
34,Hema Maharaj,Male,08-02-1973,girishkapadia@example.com,9.17762E+11,Finance,Executive,Rajpur Sonarpur,Manipur,07-04-2023,545933,Active
35,Watika Choudhry,Female,17-08-1979,batraalexander@example.org,5694362200,Operations,Analyst,Ulhasnagar,Sikkim,07-09-2025,1144863,Resigned
36,Ladli Kumar,Male,01-12-1973,sherechavvi@example.org,9.18082E+11,IT,Engineer,Panchkula,Rajasthan,06-03-2022,849407,Resigned
37,Rehaan Sem,Male,05-08-1991,amrita43@example.org,9.19926E+11,Operations,Manager,Siwan,Gujarat,19-08-2025,511931,Resigned
38,Ekaraj Loke,Male,28-12-1969,peter12@example.org,9.16002E+11,Operations,Engineer,Cuttack,Nagaland,09-05-2021,1171284,Active
39,Kabir Rana,Female,06-06-1995,vohraanamika@example.org,5140604524,Admin,Engineer,Bhiwandi,West Bengal,27-08-2023,1075575,On Leave
40,Pavani Korpal,Male,14-04-1999,ganganigam@example.net,,Finance,Analyst,Jalna,Telangana,28-05-2022,729170,On Leave
41,Kamala Ramachandran,Male,13-07-2000,gunbir65@example.org,1048564554,HR,Analyst,Saharsa,Mizoram,21-02-2021,555239,On Leave
42,Manthan Nadig,Male,25-03-1987,ekapad74@example.com,5619020879,HR,Analyst,Sambalpur,Tamil Nadu,13-12-2025,1014981,Active
43,Janaki Prabhakar,Male,20-06-1992,ucchal95@example.net,2024392126,Operations,Executive,Navi Mumbai,Nagaland,01-05-2023,681211,On Leave
44,Samarth Lal,Male,13-08-1969,borateerth@example.net,9.1861E+11,IT,Executive,Noida,Maharashtra,30-11-2024,1069886,On Leave
45,Ranbir Subramaniam,Male,07-01-1970,nikita30@example.net,6871698996,HR,Analyst,Nagercoil,West Bengal,20-12-2024,315173,Active
46,Ranveer Mistry,Female,12-06-1965,mittalyauvani@example.net,8984868869,HR,Manager,Bidhannagar,Jharkhand,08-03-2022,1195642,Resigned
47,Logan Gaba,Male,09-04-1982,samrabalhaar@example.com,6401106474,Finance,Executive,Ongole,Tripura,07-12-2023,686528,Resigned
48,Tanmayi Dada,Female,28-12-1997,maanav62@example.org,9.14529E+11,HR,Executive,Bhiwani,Karnataka,15-03-2025,1058318,On Leave
49,Vyanjana Ratti,Female,01-01-1994,bhattkai@example.org,9.13014E+11,Admin,Manager,Purnia,Punjab,03-07-2021,329976,On Leave
50,Pahal Palan,Female,10-04-1968,sainijagat@example.com,4270316174,Admin,Engineer,Singrauli,Bihar,22-02-2025,1198859,Active
51,Manthan Raju,Female,06-10-1978,aarinisaha@example.net,4783957105,Finance,Analyst,Pimpri-Chinchwad,Nagaland,24-10-2024,629505,Resigned
52,Harrison Karnik,Male,23-08-1999,anamika36@example.org,9.14369E+11,HR,Manager,Gopalpur,Himachal Pradesh,25-02-2025,606374,Resigned
53,Amara Swamy,Female,30-08-1979,mpillai@example.com,9.15293E+11,Admin,Analyst,Dehri,Tamil Nadu,21-03-2022,741818,On Leave
54,Divya Tak,Male,06-10-1997,jagat22@example.net,3180921393,Finance,Engineer,Bhusawal,Karnataka,08-02-2021,1066635,Resigned
55,Dalaja Kannan,Female,29-10-1970,atiom@example.com,8601552142,IT,Engineer,Sri Ganganagar,Assam,07-11-2021,671092,On Leave
56,Charita Nadig,Male,05-01-1982,chandran50@example.org,,IT,Analyst,Cuttack,Punjab,18-05-2023,1044027,Active
57,Gavin Wable,Female,08-06-1997,zwason@example.com,9.14821E+11,HR,Executive,Panipat,Nagaland,29-03-2021,683828,Resigned
58,Anika Wagle,Male,19-11-1982,zdate@example.net,9.15186E+11,IT,Engineer,Amroha,Sikkim,12-03-2022,942766,Active
59,Falan Dhar,Female,16-10-1979,xnayak@example.com,9.12676E+11,Operations,Engineer,Siwan,Andhra Pradesh,13-03-2022,1119763,Active
60,Harrison Sharaf,Female,20-02-1967,rsami@example.com,6970170001,HR,Engineer,Bettiah,Mizoram,06-02-2024,775067,On Leave
61,Ishani Som,Male,03-10-1981,hiteshparmar@example.org,,Operations,Engineer,Durg,Tripura,22-12-2023,346909,Resigned
62,Wazir Venkataraman,Male,24-11-1974,omishaan@example.net,9.18752E+11,HR,Executive,Ambattur,Bihar,08-03-2023,819137,On Leave
63,Falguni Korpal,Male,18-06-1996,fpingle@example.net,3676819742,HR,Engineer,Ahmedabad,Madhya Pradesh,06-08-2024,633323,Active
64,Atharv Borde,Female,10-07-1977,qpurohit@example.net,2281407638,Admin,Manager,Kolkata,Nagaland,12-03-2023,559101,Active
65,Nathan Gola,Female,18-05-1988,faqidyadav@example.net,9.12691E+11,Operations,Engineer,Dibrugarh,Tamil Nadu,20-08-2025,911355,Active
66,Yug Rao,Female,17-09-1996,bavalila@example.org,1708300474,Operations,Analyst,Rourkela,Punjab,15-03-2022,1023069,Active
67,Saumya Thaker,Male,28-06-1993,megharamachandran@example.org,4524942915,IT,Executive,Asansol,Himachal Pradesh,29-03-2023,873626,Active
68,Ikshita Rajagopalan,Male,25-01-1984,jarya@example.org,3319893863,HR,Analyst,Begusarai,Manipur,25-05-2024,353705,On Leave
69,Fitan Brahmbhatt,Female,28-06-1975,balannidra@example.com,2992881362,Admin,Executive,Panihati,Sikkim,12-06-2024,1041757,Active
70,Pranav Kar,Male,04-05-1985,ijayaswamy@example.net,1843704991,Finance,Executive,Raiganj,Himachal Pradesh,25-07-2021,372542,Resigned
71,Diya Dutta,Female,30-01-1974,,3388613682,IT,Analyst,Delhi,Tamil Nadu,05-02-2022,1103446,Resigned
72,Kritika Subramaniam,Female,27-02-2002,,9.18836E+11,Finance,Analyst,Gaya,Nagaland,16-03-2021,541433,On Leave
73,Chaitanya Suresh,Female,29-08-1979,vyohannan@example.org,9.11067E+11,Finance,Executive,Nagaon,Kerala,30-09-2022,788428,Active
74,Jagvi Bhattacharyya,Female,12-04-1988,shankerchaitanya@example.net,9.12471E+11,Finance,Executive,Anand,Uttarakhand,09-12-2025,1110506,On Leave
75,Meera Loyal,Female,14-01-1989,jbawa@example.com,9.16495E+11,IT,Engineer,Vijayanagaram,Madhya Pradesh,29-06-2025,746997,Resigned
76,Ishaan Bansal,Female,14-02-2004,chaudhurigaurangi@example.com,8059171875,Admin,Engineer,Nanded,Karnataka,21-02-2024,1177477,Active
77,Madhav Divan,Male,31-05-1972,gnadig@example.com,5495013468,HR,Analyst,Chapra,Uttar Pradesh,12-10-2021,1049038,On Leave
78,Onkar Loke,Male,26-03-1993,datebarkha@example.net,4331470843,HR,Analyst,Jamalpur,Karnataka,17-12-2023,392335,Resigned
79,Zaitra Deol,Male,22-06-1967,zpatla@example.net,,HR,Executive,Muzaffarpur,Bihar,25-01-2026,461588,Active
80,Yashawini Das,Male,20-03-1983,yhegde@example.org,7595300702,Finance,Analyst,Suryapet,Arunachal Pradesh,23-02-2021,904665,On Leave
81,Frado Viswanathan,Male,12-11-1976,wablesai@example.org,4378556139,Admin,Executive,Maheshtala,Sikkim,06-08-2023,945454,Active
82,Urvi Patla,Male,25-08-1966,gbail@example.net,9969551638,Operations,Executive,Narasaraopet,Odisha,01-10-2025,300294,Active
83,Shivani Sinha,Female,29-04-1976,charvi96@example.net,4440907753,IT,Manager,Bhagalpur,Tamil Nadu,12-02-2025,585260,Resigned
84,Maanav Rajagopalan,Female,01-11-1994,choudhryishani@example.org,,Operations,Engineer,Jodhpur,Karnataka,02-02-2022,614884,Active
85,Kabir Menon,Male,13-12-1992,viraj02@example.net,9544668713,Finance,Engineer,Ahmednagar,Punjab,06-06-2021,1133481,Active
86,Udarsh Kohli,Male,06-12-1991,nkade@example.org,4504772205,Admin,Engineer,Begusarai,Karnataka,08-06-2025,1076251,On Leave
87,Eesha Choudhury,Male,14-10-2004,anya60@example.com,9.17184E+11,IT,Analyst,Kavali,Mizoram,11-06-2025,762067,Resigned
88,Kai Master,Male,12-05-1968,kamdaraarush@example.net,9.1601E+11,IT,Manager,Karaikudi,Gujarat,22-01-2025,413997,On Leave
89,Amaira Merchant,Male,28-08-2004,,9.13871E+11,Admin,Manager,Dibrugarh,Rajasthan,13-11-2021,1021138,Active
90,Tejas Kar,Female,31-01-1977,guneet05@example.net,9.11723E+11,HR,Engineer,Kollam,Uttar Pradesh,03-01-2023,1106282,On Leave
91,Jagdish Bhandari,Female,04-11-1978,daliagagan@example.net,9.14486E+11,Operations,Executive,Malda,Tripura,28-04-2024,1137846,On Leave
92,Gaurav Sandhu,Female,16-09-1981,,1316484556,Admin,Engineer,Bharatpur,Kerala,04-10-2023,996263,On Leave
93,Urishilla Vaidya,Female,28-03-1966,joshua42@example.com,2822722219,Admin,Manager,Noida,Kerala,02-10-2023,713324,Resigned
94,Aradhana Solanki,Male,24-02-1986,sanghamitesh@example.net,7125127800,Operations,Executive,Raurkela Industrial Township,Telangana,08-03-2024,492609,On Leave
95,Yahvi Prasad,Male,08-05-1988,goyalkeya@example.org,9303459635,HR,Engineer,Ahmednagar,Jharkhand,27-11-2025,933974,Resigned
96,Rohan Chatterjee,Female,16-04-1974,jyotitoor@example.com,9.12315E+11,IT,Engineer,Bahraich,Odisha,03-06-2025,376419,On Leave
97,Qadim Vala,Male,10-04-1989,rachitaborah@example.com,9.13223E+11,Admin,Manager,Gwalior,Punjab,02-02-2023,786248,Resigned
98,Gagan Sastry,Female,07-06-1978,,7800578527,Admin,Analyst,Sasaram,Karnataka,23-11-2025,427959,Active
99,Eesha Chakraborty,Female,19-10-1997,ojasvi14@example.org,5025354447,IT,Engineer,Ahmedabad,Jharkhand,14-06-2022,761968,Active
100,Chanakya D’Alia,Male,07-06-1994,rkalla@example.com,9794942525,Admin,Manager,Sikar,Kerala,06-07-2025,1115789,On Leave
101,Meghana Sengupta,Female,14-04-1975,ckibe@example.net,3110887975,HR,Analyst,Phusro,Tamil Nadu,19-04-2025,356958,Resigned
102,Agastya Raju,Male,06-09-2002,lgandhi@example.net,557384175,Finance,Manager,Nanded,Chhattisgarh,30-10-2024,869479,Active
103,Januja Nazareth,Male,15-11-1976,asridhar@example.net,9.19073E+11,Operations,Executive,Durgapur,Goa,17-11-2023,943232,On Leave
104,Pranit Wagle,Female,16-01-1986,prishasidhu@example.com,8428984934,HR,Analyst,Chennai,Uttarakhand,19-12-2023,529592,On Leave
105,Pavani Rai,Male,20-12-1999,riasengupta@example.net,5301118627,Admin,Analyst,South Dumdum,Meghalaya,20-11-2024,517738,On Leave
106,Rishi Sengupta,Male,20-04-1998,wmannan@example.org,4208018375,Operations,Engineer,Thanjavur,Telangana,07-12-2021,1094314,Resigned
107,Chatura Sidhu,Male,02-01-1984,vshroff@example.net,9.12687E+11,IT,Analyst,Durgapur,Punjab,19-09-2022,1190506,Active
108,Tarak Setty,Female,03-09-1975,chauhanpavani@example.org,2585460677,Admin,Manager,Avadi,Rajasthan,05-01-2026,654109,On Leave
109,Dhriti Mann,Female,03-12-1976,suripranit@example.com,9.17182E+11,Operations,Manager,Kishanganj,Odisha,02-01-2025,522103,On Leave
110,Vedhika Ramesh,Female,25-07-2001,ojaskhosla@example.net,9.19306E+11,Admin,Manager,Mirzapur,Punjab,19-07-2024,650744,On Leave
111,Bhavya Kapur,Male,30-05-1986,qrajagopalan@example.org,9.16599E+11,Finance,Engineer,Durg,Bihar,05-10-2024,990992,Resigned
112,Indali Chander,Male,28-10-1992,,9.15267E+11,Admin,Executive,Dehradun,Nagaland,08-06-2022,841572,Active
113,Jagdish Sathe,Female,17-11-2004,raaginidesai@example.com,5920523379,Finance,Analyst,Visakhapatnam,Rajasthan,31-10-2021,874586,On Leave
114,Upasna Dhar,Female,19-04-1979,lakshit45@example.org,7087333040,Admin,Executive,Kadapa,Gujarat,06-09-2021,552226,Active
115,Imaran Ratta,Male,28-08-1987,sehgalvasudha@example.net,2655666583,IT,Engineer,Amritsar,Chhattisgarh,04-02-2023,1124851,Resigned
116,Ansh Khosla,Male,09-11-1991,ksastry@example.org,9.12801E+11,Admin,Analyst,Tiruvottiyur,Odisha,21-06-2021,920459,On Leave
117,Kai Virk,Female,05-11-1989,pallajacob@example.org,1620522407,HR,Engineer,Karawal Nagar,Assam,26-09-2024,617699,On Leave
118,Upma Thaker,Male,31-08-1971,meerarout@example.org,6757113995,Finance,Engineer,Jalandhar,Kerala,20-12-2021,533674,Resigned
119,Indrajit Chahal,Male,26-04-1965,fkeer@example.com,9096846090,IT,Manager,Udupi,Meghalaya,17-10-2024,882908,Active
120,Amruta Nagy,Female,31-07-1997,dwalla@example.com,2774992586,Admin,Analyst,Karaikudi,Punjab,16-06-2024,809119,Resigned
121,Thomas Mohan,Male,28-03-1966,divanwakeeta@example.org,4484218270,IT,Manager,Nandyal,Telangana,01-12-2025,991397,Active
122,Kamya Dass,Male,25-01-1966,amrutabhattacharyya@example.com,,IT,Analyst,Mysore,Punjab,23-04-2025,656365,Resigned
123,Caleb Guha,Male,12-08-1976,dadabrijesh@example.org,8432823318,Operations,Analyst,Phusro,Maharashtra,04-05-2023,1156379,Resigned
124,Bhavika Kothari,Male,21-10-1969,dakshesh06@example.net,7661230665,HR,Analyst,Sasaram,Chhattisgarh,04-08-2022,860435,Resigned
125,Veer Bhargava,Male,12-12-1989,sekhonekanta@example.org,9.14286E+11,Admin,Executive,Jalna,Gujarat,14-03-2022,541343,On Leave
126,Bakhshi Raja,Male,05-03-1996,deepvincent@example.com,1496385133,IT,Manager,Ramgarh,Bihar,01-08-2022,1007714,Resigned
127,Jagrati Sant,Female,25-04-1992,obajwa@example.com,9.16205E+11,Admin,Engineer,Nangloi Jat,Punjab,29-08-2024,951577,Resigned
128,Yashoda Chhabra,Male,31-03-1987,aashibakshi@example.net,1574142166,Finance,Engineer,Nangloi Jat,Odisha,05-03-2022,337410,Resigned
129,Vyanjana Kaul,Male,26-09-1999,puridavid@example.com,1307149050,Finance,Manager,Srinagar,Uttarakhand,15-06-2021,1035030,Resigned
130,Irya Morar,Female,02-04-1971,uparmar@example.org,5835933344,Admin,Engineer,Barasat,Odisha,09-02-2021,398583,Active
131,Zayyan Karpe,Female,11-02-1975,neelchad@example.com,3228915632,IT,Engineer,Amroha,Gujarat,23-06-2024,754330,Active
132,Deepa Kannan,Female,13-10-1984,fnayar@example.org,9.13188E+11,Admin,Executive,Panvel,Bihar,15-09-2022,387621,Active
133,Yagnesh Morar,Male,25-08-1979,darika45@example.com,7031574,HR,Manager,Shahjahanpur,Sikkim,06-01-2022,303204,Resigned
134,Ayushman Hayer,Male,22-04-1974,sarrafayush@example.net,9.1728E+11,Finance,Executive,Hazaribagh,Nagaland,16-04-2023,779798,On Leave
135,Mitali Anand,Female,28-01-2002,indira48@example.com,8887412796,HR,Executive,Tadipatri,Gujarat,17-07-2025,873087,Active
136,Zansi Behl,Male,27-08-1986,theodorenagar@example.com,9.16978E+11,Admin,Engineer,Tinsukia,Himachal Pradesh,12-06-2021,1068521,On Leave
137,Rishi Modi,Male,14-12-1990,zarna09@example.com,9.18882E+11,Finance,Executive,Ichalkaranji,Andhra Pradesh,10-05-2022,632845,Active
138,Balveer Sani,Female,22-05-1997,tejassidhu@example.net,9.16313E+11,IT,Manager,Ballia,Haryana,02-11-2024,955782,On Leave
139,Netra Parekh,Male,11-05-1991,krishnacherian@example.org,9510697071,Admin,Engineer,Malda,Kerala,04-06-2025,879769,Resigned
140,Gautami Bansal,Female,26-11-1983,,4737608414,Admin,Analyst,Nagpur,Odisha,15-10-2021,631079,Resigned
141,Yoshita Golla,Male,21-12-1979,faris27@example.com,7719791000,Admin,Engineer,Vadodara,Himachal Pradesh,19-09-2023,312837,Active
142,Vansha Nazareth,Female,26-03-1966,poommen@example.org,78362231,HR,Manager,Thane,Goa,18-10-2023,877952,Active
143,Suhani Yohannan,Male,27-11-2000,balvansami@example.org,8730966686,Finance,Engineer,Mango,Karnataka,15-11-2025,1036802,On Leave
144,Farhan Sodhi,Male,10-08-1993,qushidyal@example.net,8892467457,HR,Analyst,Suryapet,Madhya Pradesh,04-07-2023,641063,Resigned
145,Jagrati Wali,Male,02-06-1980,anmol14@example.net,2494702713,Operations,Executive,Gorakhpur,Madhya Pradesh,21-07-2021,317208,On Leave
146,Ekansh Chandran,Male,13-12-1996,dbakshi@example.com,9.18736E+11,Finance,Analyst,Ramagundam,Assam,08-01-2023,855994,Active
147,Ikshita Sane,Male,05-06-1994,llata@example.org,9.15562E+11,Operations,Engineer,Morena,Tamil Nadu,20-01-2023,1009416,Resigned
148,Neel Jani,Female,03-06-1985,lakshitratta@example.com,,HR,Analyst,Sasaram,Odisha,23-05-2023,865322,Active
149,Hamsini Subramaniam,Female,03-04-1988,bhaktaliam@example.net,7210102437,HR,Manager,Hosur,Mizoram,19-05-2023,699831,On Leave
150,Leena Cheema,Male,22-12-1991,ekhurana@example.net,5290604509,Finance,Executive,Ratlam,Odisha,26-02-2021,705762,On Leave
151,Manya Behl,Male,18-10-2004,bchatterjee@example.com,1900896526,HR,Manager,Asansol,Uttar Pradesh,02-07-2023,1179129,Active
152,Ojas Singh,Male,21-01-1985,bakhshi68@example.net,2527698281,IT,Manager,Bhilwara,Madhya Pradesh,25-03-2025,803451,On Leave
153,Bina Dutta,Female,14-05-1983,,9.11173E+11,HR,Engineer,Jalandhar,Telangana,22-05-2021,661443,Resigned
154,Caleb Krishnan,Female,23-04-1993,idikacomar@example.org,9932897259,Admin,Analyst,Anand,Uttar Pradesh,16-11-2025,600646,On Leave
155,Eshana Wagle,Female,13-11-1969,aurorachanchal@example.org,1004849947,Admin,Engineer,Kochi,Uttar Pradesh,21-12-2022,984995,Resigned
156,Jeremiah Upadhyay,Female,14-03-1999,,2415435928,Admin,Engineer,Srikakulam,Andhra Pradesh,10-01-2023,893157,On Leave
157,Jagrati Datta,Female,11-11-1992,prisha97@example.org,848533336,Operations,Manager,Bardhaman,West Bengal,30-01-2021,648461,Active
158,Yashawini Dey,Female,07-03-1994,hchana@example.com,9.13166E+11,Operations,Executive,Darbhanga,Kerala,06-11-2023,783458,On Leave
159,Zayan Dixit,Male,09-03-1967,,502343165,Admin,Manager,Jhansi,Bihar,09-02-2021,576683,Resigned
160,Harinakshi Narayan,Male,31-12-1992,aarini69@example.com,9163975401,IT,Engineer,Tirunelveli,Punjab,27-12-2022,662452,Resigned
161,Chaaya Sampath,Male,10-03-1992,birmekhala@example.org,9376716273,HR,Analyst,Proddatur,Tripura,18-05-2021,834560,Active
162,Chaaya Dewan,Male,28-02-1982,vamakshi26@example.com,5340489474,HR,Executive,Kozhikode,Jharkhand,23-04-2023,555321,Active
163,Manthan Lad,Male,05-06-1991,utalwar@example.org,193508406,HR,Executive,Tadipatri,Rajasthan,29-10-2023,665261,Active
164,Advaith Padmanabhan,Male,02-07-1981,zilmil63@example.net,9.10507E+11,HR,Engineer,Dehradun,Arunachal Pradesh,26-05-2021,961595,Resigned
165,Madhavi Choudhury,Male,06-12-1990,rajata03@example.com,9979398156,HR,Manager,Noida,Mizoram,13-03-2025,396828,Active
166,Oni Rana,Female,02-12-1979,aarav40@example.com,9.12948E+11,Finance,Analyst,Rohtak,Nagaland,05-11-2022,449706,On Leave
167,Brijesh Rastogi,Male,23-07-2002,thakurchameli@example.org,6514293129,Operations,Executive,Bettiah,Odisha,08-04-2021,491103,Resigned
168,Nidra Badami,Male,12-05-1965,dgill@example.net,6323197885,IT,Engineer,Nellore,Mizoram,31-03-2023,745854,Resigned
169,Yug Master,Female,13-08-1982,amairapathak@example.net,4833801342,IT,Executive,Muzaffarnagar,Goa,07-05-2021,875647,On Leave
170,Lipika Lala,Male,06-08-1982,advikaprashad@example.org,9.12765E+11,HR,Executive,Bilaspur,Meghalaya,15-05-2022,651520,Resigned
171,Lohit Ramakrishnan,Male,27-03-1969,ladfaqid@example.com,9.17405E+11,Finance,Engineer,Ambarnath,Punjab,15-03-2025,381800,On Leave
172,Rachana Raman,Female,02-10-1984,buchnaveen@example.net,5966160693,Operations,Engineer,Berhampur,West Bengal,18-02-2025,980236,On Leave
173,Oscar Deol,Female,19-01-1980,palanekantika@example.net,,IT,Analyst,Panipat,Nagaland,07-03-2021,1148586,On Leave
174,Kamya Mangal,Male,05-09-1979,munimanbir@example.org,9.12964E+11,Operations,Manager,Singrauli,Nagaland,29-03-2025,764035,Resigned
175,Devansh Tara,Male,05-08-1981,elijahdoshi@example.org,9.19928E+11,IT,Executive,Mangalore,Sikkim,22-11-2025,439096,On Leave
176,Rachita Kant,Female,28-08-1973,saranpriya@example.com,9.17866E+11,HR,Executive,Nanded,Sikkim,14-01-2025,406683,Resigned
177,Indira Dugal,Male,12-03-1996,,,Admin,Manager,Dewas,Meghalaya,05-08-2021,842009,Active
178,Samar Bera,Male,05-02-1986,shivansh60@example.com,6312806208,IT,Manager,Shivpuri,Kerala,28-09-2025,463927,Active
179,Ayush Sarin,Male,23-07-1991,zarnaanand@example.net,,Finance,Analyst,Dibrugarh,Madhya Pradesh,10-11-2021,801280,Resigned
180,Ekavir Rajagopal,Female,02-01-1998,,9.17323E+11,Finance,Manager,Kakinada,Jharkhand,12-02-2022,683815,Active
181,Balhaar Murty,Male,16-02-1971,tanmayizachariah@example.org,,Operations,Engineer,Singrauli,Kerala,25-02-2021,921460,On Leave
182,Siddharth Parekh,Female,22-07-1990,chandransanaya@example.com,,Finance,Manager,Anantapur,Tamil Nadu,20-05-2021,1124619,Resigned
183,Anita Bhatti,Female,29-01-1982,deodika@example.com,7061463389,IT,Executive,Tezpur,Himachal Pradesh,27-02-2021,655652,Resigned
184,Max Soman,Female,23-03-1975,faras93@example.net,8226295322,Finance,Analyst,Warangal,Tripura,09-05-2021,804076,On Leave
185,Anjali Pandey,Male,30-07-1965,,,Operations,Manager,Gaya,Himachal Pradesh,19-02-2021,544879,Resigned
186,Victor Bera,Male,23-01-1999,amblefariq@example.net,326963994,HR,Engineer,Bellary,Goa,03-11-2021,1099972,Resigned
187,Idika Chadha,Male,17-05-1973,samarthnarasimhan@example.net,7169522915,IT,Executive,Kumbakonam,Punjab,29-09-2021,749235,Resigned
188,Raagini Kamdar,Male,22-05-1969,krishnamurthyfalguni@example.com,9568991365,IT,Executive,Sri Ganganagar,Tamil Nadu,31-01-2022,829629,Active
189,Forum Anand,Female,27-05-1980,nirja23@example.com,8902940149,IT,Executive,Bokaro,Tamil Nadu,26-10-2025,405103,On Leave
190,Yug Sidhu,Female,26-05-1994,dhaliwalwaida@example.com,4619628367,IT,Executive,Gudivada,Telangana,23-02-2024,304746,On Leave
191,David Jani,Female,20-12-1977,palanwazir@example.org,8868623038,Finance,Analyst,Bhatpara,West Bengal,26-09-2025,685143,Resigned
192,Aryan Dhar,Male,18-02-2002,victor55@example.net,9.11466E+11,HR,Analyst,Bijapur,Jharkhand,20-05-2024,502245,Active
193,Lekha Subramanian,Male,14-02-1985,aptehitesh@example.com,9.13104E+11,Finance,Manager,Kirari Suleman Nagar,Manipur,26-10-2025,702839,Resigned
