transaction_id,employee_id,transaction_type,amount,payment_mode,bank_name,account_number,transaction_date,transaction_status
121,42,Reimbursement,93021,Bank Transfer,Canara Bank,NZTD7333841557819,2025-05-16,Failed
122,42,Reimbursement,15380,Cash,,,2024-08-03,Success
123,43,Reimbursement,75626,UPI,IDBI Bank,LINW8598386986811,2025-02-07,Failed
124,43,Reimbursement,67455,UPI,Karur Vysya Bank,RFXS0954130526354,2023-09-24,Failed
125,44,Reimbursement,45038,Cash,,,2023-06-07,Pending
126,44,Claim_Payout,90101,Bank Transfer,Punjab and Sind Bank,NSYX7173280100782,2025-09-05,Failed
127,45,Reimbursement,92043,UPI,Punjab and Sind Bank,DTTT8686099604160,2025-08-13,Pending
128,45,Salary,143975,UPI,ICICI Bank,TBUE9173552080258,2024-04-10,Success
129,45,Salary,149320,Bank Transfer,Bank of Maharashtra,FASP7606193359632,2023-06-03,Pending
130,45,Salary,25019,UPI,Union Bank of India,EBZM1783809704550,2025-08-08,Failed
131,46,Claim_Payout,123635,Cash,,,2025-10-15,Success
132,46,Salary,139431,UPI,CSB Bank,OHOC3240588362150,2025-11-04,Success
133,46,Reimbursement,145276,Bank Transfer,Indian Bank,LJRZ0992474046650,2025-12-05,Success
134,47,Claim_Payout,28614,Bank Transfer,CSB Bank,YPFB4433106725759,2024-06-24,Pending
135,47,Reimbursement,70895,UPI,Indian Bank,FFNI7264369436524,2023-05-29,Pending
136,48,Salary,22057,UPI,South Indian Bank,VMKU3301244214306,2025-06-29,Pending
137,48,Reimbursement,88370,Cash,,,2025-03-13,Failed
138,48,Reimbursement,128655,Bank Transfer,Bank of Baroda,BLBE6783734984201,2024-10-10,Failed
139,49,Claim_Payout,115609,Bank Transfer,Axis Bank,FYCP6946895921439,2023-10-20,Failed
140,49,Claim_Payout,66749,UPI,IndusInd Bank,PDHP4827627139590,2024-08-20,Pending
141,50,Claim_Payout,40601,UPI,State Bank of India,GCCH6807023120708,2023-08-04,Success
142,50,Claim_Payout,73072,Cash,,,2023-05-15,Failed
143,50,Salary,73451,UPI,Indian Bank,TTIE7274558199828,2023-04-11,Failed
144,50,Reimbursement,130516,Bank Transfer,Nainital Bank,UKQX1906796856041,2024-01-18,Success
145,51,Salary,31508,Bank Transfer,Bank of Maharashtra,JOSC7783495705876,2025-07-14,Success
146,51,Claim_Payout,93399,Bank Transfer,Canara Bank,GPWP2010425991111,2025-11-07,Success
147,52,Claim_Payout,62221,Cash,,,2023-02-26,Success
148,52,Reimbursement,127520,Bank Transfer,Canara Bank,UBJF6312886066418,2023-01-30,Pending
149,52,Reimbursement,115530,Cash,,,2023-09-13,Pending
150,52,Salary,80282,Bank Transfer,IndusInd Bank,OPTS9843861601651,2023-04-13,Success
151,53,Reimbursement,60406,Bank Transfer,Punjab National Bank,EBUX4888410816465,2024-03-28,Pending
152,53,Reimbursement,138515,Cash,,,2024-03-22,Failed
153,53,Claim_Payout,24061,Cash,,,2026-01-05,Success
154,53,Claim_Payout,15358,Bank Transfer,Bank of Baroda,BCOP2988664872151,2023-10-16,Success
155,54,Reimbursement,37634,Bank Transfer,Dhanlaxmi Bank,EFWI8196188042305,2023-05-18,Success
156,54,Reimbursement,36652,Cash,,,2023-12-28,Failed
157,54,Reimbursement,131758,UPI,CSB Bank,IKAV3980190432598,2024-02-10,Failed
158,54,Claim_Payout,53022,Bank Transfer,Karnataka Bank,GVOA0061729877573,2025-04-11,Pending
159,55,Salary,60105,Cash,,,2023-08-02,Success
160,55,Salary,63444,Bank Transfer,Kotak Mahindra Bank,CHSK6638114887461,2023-11-18,Pending
161,56,Claim_Payout,88166,Cash,,,2023-05-17,Failed
162,56,Claim_Payout,79446,Cash,,,2024-07-31,Failed
163,56,Salary,37390,Bank Transfer,Bank of Maharashtra,UMLU0857163086435,2025-12-01,Pending
164,56,Reimbursement,108473,UPI,CSB Bank,QOCA5677368338958,2024-12-23,Failed
165,57,Salary,59296,Bank Transfer,UCO Bank,KFKV6452110191765,2024-09-23,Pending
166,57,Reimbursement,21122,UPI,Axis Bank,CZDO7018094936579,2026-01-02,Success
167,57,Claim_Payout,140256,Cash,,,2024-07-09,Success
168,57,Reimbursement,149009,UPI,Kotak Mahindra Bank,MBKI2487409116553,2023-12-04,Failed
169,58,Reimbursement,31289,Bank Transfer,State Bank of India,UBFW1104368826791,2024-08-07,Success
170,58,Reimbursement,92408,Cash,,,2026-01-10,Failed
171,58,Salary,77242,Cash,,,2024-07-09,Success
172,59,Reimbursement,68895,UPI,RBL Bank,JRTT3621240565759,2024-02-23,Failed
173,59,Salary,27230,UPI,Karnataka Bank,SXHK9177383419572,2024-06-27,Pending
174,60,Salary,76885,Bank Transfer,Axis Bank,NNAQ6376892000591,2024-07-31,Pending
175,60,Claim_Payout,89224,Cash,,,2025-09-20,Failed
176,60,Reimbursement,75436,UPI,Jammu & Kashmir Bank,GTWL7414178261071,2024-08-23,Failed
177,60,Salary,134002,Cash,,,2025-03-06,Pending
178,61,Salary,146619,Bank Transfer,South Indian Bank,RBGC3348128582080,2024-09-09,Pending
179,61,Claim_Payout,142748,Cash,,,2023-06-26,Failed
180,61,Claim_Payout,27480,Cash,,,2024-07-31,Pending
181,62,Claim_Payout,97100,Cash,,,2025-09-16,Pending
182,62,Reimbursement,132411,Cash,,,2024-11-18,Failed
183,62,Reimbursement,126204,Cash,,,2023-06-29,Failed
184,63,Claim_Payout,66760,UPI,Bandhan Bank,SOTG7845554059427,2024-04-29,Pending
185,63,Salary,35060,UPI,CSB Bank,CJLQ5366329064706,2024-09-23,Success
186,63,Salary,45644,Cash,,,2023-03-09,Failed
187,64,Claim_Payout,49826,UPI,Axis Bank,UTWS7588731726842,2023-02-06,Success
188,64,Salary,16247,UPI,Bank of India,BZUJ6492646695497,2024-05-22,Success
189,65,Salary,105353,Bank Transfer,CSB Bank,NUJQ9460583595969,2024-09-06,Failed
190,65,Reimbursement,67095,Cash,,,2023-04-20,Failed
191,65,Reimbursement,91824,Cash,,,2025-05-16,Pending
192,65,Reimbursement,101871,UPI,Federal Bank,VFMB0604467052309,2023-03-18,Failed
193,66,Claim_Payout,41868,Bank Transfer,Bank of India,GAID4970939673167,2024-02-03,Failed
194,66,Salary,104394,Bank Transfer,RBL Bank,IJSV4984024898054,2023-10-18,Pending
195,67,Reimbursement,45989,UPI,Axis Bank,QDEU9777885416441,2024-10-05,Failed
196,67,Claim_Payout,113569,Bank Transfer,CSB Bank,PHKY3794831755479,2023-10-07,Failed
197,67,Claim_Payout,28700,Cash,,,2023-02-27,Pending
198,68,Salary,30614,Cash,,,2023-08-15,Success
199,68,Claim_Payout,16541,UPI,Kotak Mahindra Bank,NNZC6225371449353,2023-09-01,Failed
200,68,Salary,120204,UPI,UCO Bank,ZUKP8154585306115,2023-11-24,Pending
201,68,Salary,28617,Bank Transfer,IDBI Bank,CQZI1843967786882,2024-03-28,Pending
202,69,Reimbursement,47662,Cash,,,2025-05-03,Pending
203,69,Claim_Payout,134382,UPI,Kotak Mahindra Bank,PMXT5177204284064,2023-06-24,Failed
204,69,Reimbursement,123522,Bank Transfer,Bandhan Bank,AFUC6338339622446,2023-02-17,Success
205,70,Claim_Payout,48573,Bank Transfer,Punjab and Sind Bank,RVEJ8616889799121,2025-01-13,Pending
206,70,Reimbursement,67154,Bank Transfer,CSB Bank,OXJP1929954188626,2023-02-09,Success
207,71,Salary,44127,Bank Transfer,Dhanlaxmi Bank,HMEN1624686015451,2024-01-20,Success
208,71,Claim_Payout,90546,UPI,Bank of Maharashtra,RFZP3467841975484,2024-02-04,Failed
209,71,Reimbursement,54344,UPI,Indian Overseas Bank,WDSH4270100884269,2025-10-23,Failed
210,71,Claim_Payout,18136,Cash,,,2025-04-15,Failed
211,72,Reimbursement,139381,Bank Transfer,Punjab and Sind Bank,JYZK5217564757558,2025-11-08,Pending
212,72,Claim_Payout,82327,UPI,UCO Bank,UGJY2510666997543,2026-01-06,Failed
213,72,Claim_Payout,67239,Bank Transfer,Central Bank of India,DFRB1417795865625,2024-10-24,Pending
214,73,Salary,49975,Cash,,,2025-05-26,Failed
215,73,Claim_Payout,16326,Cash,,,2023-10-25,Pending
216,73,Salary,76665,Cash,,,2023-02-15,Success
217,73,Salary,149102,Bank Transfer,CSB Bank,ZCVJ0523679629666,2025-02-10,Pending
218,74,Claim_Payout,57000,UPI,Federal Bank,DLHC3388337018661,2023-05-13,Pending
219,74,Reimbursement,85360,Bank Transfer,Jammu & Kashmir Bank,JBTK9418388665130,2024-09-21,Failed
220,75,Claim_Payout,130496,Bank Transfer,Central Bank of India,UHMI4066425763026,2025-03-14,Pending
221,75,Salary,126120,Cash,,,2023-08-30,Pending
222,75,Claim_Payout,12858,Bank Transfer,ICICI Bank,IYQS6853358773987,2024-11-12,Pending
223,76,Reimbursement,98387,UPI,CSB Bank,SOFC9044744879268,2023-01-28,Success
224,76,Reimbursement,56946,Bank Transfer,IDBI Bank,YNHC2494188392627,2024-02-22,Failed
225,76,Salary,69756,UPI,Karnataka Bank,FTMR1052302015317,2024-10-06,Pending
226,77,Salary,68546,UPI,Punjab and Sind Bank,BPHU9067414565012,2025-08-04,Pending
227,77,Salary,40380,UPI,UCO Bank,IXOC1890738179446,2023-10-01,Success
228,77,Salary,119910,UPI,DCB Bank,FEYX4046285404097,2024-12-25,Success
229,78,Reimbursement,20981,UPI,Dhanlaxmi Bank,KTSC9691692358237,2025-02-25,Success
230,78,Salary,115639,Bank Transfer,Central Bank of India,OTAH2582453654472,2023-02-15,Pending
231,78,Salary,114234,UPI,Tamilnad Mercantile Bank,QZNT9268579155767,2025-04-05,Failed
232,79,Claim_Payout,134352,UPI,Axis Bank,ILII2349841049184,2025-07-01,Success
233,79,Reimbursement,97357,Cash,,,2024-04-15,Success
234,79,Salary,123809,Bank Transfer,South Indian Bank,LVWV4875812418535,2024-09-29,Success
235,79,Reimbursement,70166,UPI,Indian Overseas Bank,DPZO7941263628763,2023-07-10,Pending
236,80,Claim_Payout,137581,UPI,Federal Bank,NNYB8087099579764,2023-06-26,Pending
237,80,Claim_Payout,91405,UPI,DCB Bank,KZTK5087792958209,2023-08-23,Success
238,81,Salary,39192,Cash,,,2023-09-30,Pending
239,81,Claim_Payout,83747,UPI,Nainital Bank,MYQS5924094535533,2025-03-26,Failed
240,81,Reimbursement,21706,Bank Transfer,HDFC Bank,SRDF4625953317388,2025-04-23,Pending
241,81,Claim_Payout,56809,Cash,,,2024-05-17,Success
242,82,Salary,146750,Cash,,,2024-04-07,Success
243,82,Salary,130067,Cash,,,2023-11-23,Failed
244,83,Salary,134873,Bank Transfer,Bank of India,ZVYQ6468433175552,2024-05-07,Pending
245,83,Salary,110324,Cash,,,2025-12-15,Pending
246,84,Claim_Payout,59264,UPI,Bank of Baroda,LVFE3031512880819,2025-05-31,Failed
247,84,Claim_Payout,92900,Cash,,,2023-03-02,Pending
248,84,Reimbursement,143865,UPI,Yes Bank,NYAW5827340845235,2025-05-24,Pending
249,84,Claim_Payout,110284,UPI,IndusInd Bank,TTUN4163615309231,2025-01-18,Failed
250,85,Salary,136059,UPI,South Indian Bank,ZYXN3423611364157,2023-07-12,Success
251,85,Reimbursement,91858,Bank Transfer,State Bank of India,XSAC3459560051025,2024-02-25,Failed
252,85,Reimbursement,23598,Bank Transfer,DCB Bank,PQSJ9280719784382,2023-06-23,Success
253,86,Claim_Payout,128047,Bank Transfer,ICICI Bank,KEPK8393628746299,2023-11-29,Failed
254,86,Salary,129228,Cash,,,2024-09-11,Failed
255,86,Reimbursement,37965,Bank Transfer,Bank of India,QGKK1561359434307,2024-05-07,Pending
256,86,Salary,141886,Cash,,,2024-11-20,Success
257,87,Salary,75152,Cash,,,2023-10-02,Success
258,87,Reimbursement,12405,UPI,CSB Bank,BDPH4228818715062,2025-06-12,Success
259,87,Salary,86339,UPI,ICICI Bank,JCQG8399373802711,2024-07-10,Pending
260,88,Salary,25528,Bank Transfer,IDBI Bank,UUIG6901003110513,2023-02-12,Success
261,88,Salary,112963,UPI,RBL Bank,AHCY3151028406838,2023-10-06,Failed
262,88,Reimbursement,28219,UPI,UCO Bank,ZCTD5396379030492,2026-01-24,Pending
263,89,Reimbursement,28462,Cash,,,2024-11-23,Failed
264,89,Salary,103750,Bank Transfer,City Union Bank,SIFO0364314990351,2025-02-15,Pending
265,89,Claim_Payout,106957,Bank Transfer,ICICI Bank,CPLS5006474139466,2025-09-19,Pending
266,89,Claim_Payout,12224,Cash,,,2025-12-10,Success
267,90,Reimbursement,106562,Cash,,,2025-10-23,Pending
268,90,Reimbursement,67647,Cash,,,2025-03-24,Success
269,91,Salary,87843,UPI,State Bank of India,NEEA3049371977631,2025-05-03,Pending
270,91,Salary,142604,Bank Transfer,UCO Bank,IABE1069530400335,2024-06-28,Pending
271,91,Claim_Payout,125086,Cash,,,2023-08-02,Failed
272,91,Reimbursement,55374,Bank Transfer,Canara Bank,YQEY8842701828000,2024-11-21,Pending
273,92,Reimbursement,41117,Bank Transfer,RBL Bank,KJPZ5058554846351,2024-07-17,Failed
274,92,Claim_Payout,29137,UPI,HDFC Bank,RPTW8758255694615,2023-02-04,Pending
275,92,Claim_Payout,82597,Cash,,,2023-12-20,Success
276,93,Claim_Payout,89335,UPI,HDFC Bank,WCNU2913173904780,2023-04-08,Success
277,93,Reimbursement,119865,UPI,Kotak Mahindra Bank,XQOU9676167436347,2024-07-03,Pending
278,93,Salary,28916,Cash,,,2023-03-27,Success
279,93,Reimbursement,72126,Cash,,,2023-08-03,Success
280,94,Claim_Payout,64639,Cash,,,2023-07-30,Failed
281,94,Salary,64115,UPI,City Union Bank,TQGI4755817645747,2024-04-15,Pending
282,94,Salary,77009,Bank Transfer,RBL Bank,RHKR5357883820543,2025-07-05,Failed
283,95,Claim_Payout,118958,Cash,,,2024-03-18,Success
284,95,Reimbursement,73878,UPI,Axis Bank,ZJOI0261473483544,2026-01-20,Success
285,95,Salary,60374,Bank Transfer,Central Bank of India,BUTQ1865208911573,2024-05-12,Success
286,95,Reimbursement,89958,Cash,,,2025-01-03,Success
287,96,Reimbursement,138744,Cash,,,2025-08-30,Failed
288,96,Claim_Payout,72792,UPI,Axis Bank,PAEX0538133781100,2025-02-19,Pending
289,96,Claim_Payout,139968,Cash,,,2023-08-11,Failed
290,96,Claim_Payout,110778,UPI,Indian Bank,JOYY0993407778003,2023-12-22,Success
291,97,Reimbursement,71698,Bank Transfer,HDFC Bank,YNBR5535090102718,2024-03-07,Success
292,97,Reimbursement,126479,Bank Transfer,Nainital Bank,XUJF7955649924428,2025-02-03,Success
293,97,Claim_Payout,13584,Bank Transfer,IndusInd Bank,JNSD3114945989730,2025-04-25,Failed
294,98,Reimbursement,112929,Bank Transfer,IDBI Bank,KCCL1169097101314,2025-12-11,Pending
295,98,Claim_Payout,70349,UPI,Canara Bank,ODPD0343705965593,2024-03-01,Pending
296,98,Reimbursement,26505,Cash,,,2025-11-19,Pending
297,99,Claim_Payout,84748,UPI,Indian Bank,QZOC4015334262708,2024-08-09,Pending
298,99,Claim_Payout,47413,Cash,,,2024-07-01,Success
299,99,Reimbursement,55943,Cash,,,2023-11-06,Pending
300,99,Salary,143166,Cash,,,2025-11-23,Pending
301,100,Reimbursement,47566,Bank Transfer,RBL Bank,RXFS4797334257880,2023-02-07,Failed
302,100,Claim_Payout,130454,Cash,,,2023-11-03,Pending
303,100,Reimbursement,89322,Cash,,,2024-07-20,Failed
304,101,Claim_Payout,133900,Bank Transfer,Dhanlaxmi Bank,CJBH1584574457125,2025-12-12,Pending
305,101,Claim_Payout,56802,UPI,IDFC First Bank,FZCF9532069995876,2024-01-29,Pending
306,102,Reimbursement,62374,Bank Transfer,IDBI Bank,OYPV0378125792188,2024-09-17,Failed
307,102,Reimbursement,79260,Bank Transfer,Kotak Mahindra Bank,FIZA1109308365944,2023-07-10,Failed
308,103,Claim_Payout,142360,Bank Transfer,Bank of Baroda,QFEU2487799306844,2023-11-24,Failed
309,103,Reimbursement,87745,Cash,,,2023-02-17,Failed
310,103,Claim_Payout,36853,UPI,DCB Bank,UEPJ5153572755193,2024-06-03,Failed
311,103,Salary,100744,UPI,DCB Bank,JKNT9122991368498,2025-05-12,Failed
312,104,Salary,58062,UPI,IDBI Bank,TOHB3545510778795,2024-10-10,Success
313,104,Salary,17849,Cash,,,2023-09-24,Failed
314,104,Reimbursement,143506,Bank Transfer,ICICI Bank,NHBL9918923898652,2023-09-07,Failed
315,104,Reimbursement,21038,UPI,State Bank of India,IUES1360641974748,2024-01-31,Success
316,105,Claim_Payout,62820,UPI,CSB Bank,BTWZ0989173705590,2023-05-04,Pending
317,105,Reimbursement,115710,UPI,Bank of Baroda,XTPO5967934362965,2023-08-18,Pending
318,105,Salary,118537,Bank Transfer,Union Bank of India,OQCE0107489385419,2023-02-03,Pending
319,106,Claim_Payout,91390,UPI,City Union Bank,PKGA3292666589413,2023-07-22,Failed
320,106,Reimbursement,61901,UPI,Bank of Baroda,XXMN4949098152934,2024-03-31,Success
321,106,Claim_Payout,119175,UPI,Bank of Maharashtra,KXYB8502122504997,2025-10-01,Success
322,106,Reimbursement,97172,Bank Transfer,Karur Vysya Bank,XIQO5025396775458,2023-12-02,Failed
323,107,Claim_Payout,69194,UPI,Bandhan Bank,PJFX9899683610133,2023-09-19,Failed
