transaction_id,employee_id,transaction_type,amount,payment_mode,bank_name,account_number,transaction_date,transaction_status
98,34,Reimbursement,115919,Bank Transfer,Union Bank of India,YYOB2066100379730,2023-06-27,Pending
99,34,Reimbursement,111925,Bank Transfer,Indian Overseas Bank,GGCV8456729729507,2023-08-31,Success
100,35,Reimbursement,134088,UPI,Indian Bank,HIUQ9360079455744,2024-04-22,Success
101,35,Reimbursement,111397,Bank Transfer,HDFC Bank,MLLV7926282036819,2025-03-28,Failed
102,35,Reimbursement,72514,UPI,Bank of India,KXTB8174820034460,2023-07-11,Success
103,36,Salary,32676,UPI,Bank of Baroda,QMRV2749616229457,2026-01-09,Pending
104,36,Salary,65666,Cash,,,2024-05-02,Failed
105,36,Salary,12578,UPI,Bandhan Bank,HDNF1937768101841,2025-01-06,Pending
106,37,Reimbursement,127154,UPI,Karnataka Bank,CLIA9148395938767,2023-08-24,Success
107,37,Reimbursement,84403,Bank Transfer,City Union Bank,PODQ9631950472485,2025-03-27,Success
108,37,Reimbursement,108673,Cash,,,2023-12-06,Pending
109,38,Reimbursement,49584,UPI,Tamilnad Mercantile Bank,EVRT9647428595729,2024-12-11,Success
110,38,Claim_Payout,91298,Bank Transfer,CSB Bank,DAQW2761910081473,2023-03-18,Pending
111,38,Claim_Payout,44348,Cash,,,2023-02-02,Success
112,39,Reimbursement,118426,UPI,Indian Overseas Bank,RQLS8151177293456,2024-11-07,Pending
113,39,Claim_Payout,91427,UPI,UCO Bank,WOIN1410315401336,2024-01-13,Pending
114,39,Reimbursement,24012,UPI,Karnataka Bank,HOKT9708447062330,2024-11-12,Failed
115,40,Reimbursement,110551,UPI,Punjab National Bank,SXRY6391427024456,2023-02-15,Failed
116,40,Salary,133378,Cash,,,2025-01-31,Failed
117,40,Reimbursement,97794,UPI,Indian Bank,XRCC2503106469058,2025-01-25,Failed
118,41,Claim_Payout,129911,Bank Transfer,Axis Bank,WNOC6231188873249,2023-12-12,Pending
119,41,Claim_Payout,65805,Cash,,,2025-09-06,Failed
120,41,Reimbursement,112179,Cash,,,2024-08-30,Success
121,41,Salary,114438,UPI,Punjab and Sind Bank,LSLQ5316203643630,2024-08-01,Pending
122,42,Salary,122892,Bank Transfer,Union Bank of India,PWLM9517809331365,2023-04-09,Success
123,42,Reimbursement,23256,Cash,,,2023-06-09,Pending
124,42,Reimbursement,76722,UPI,Canara Bank,XPEH5885489778837,2023-03-25,Pending
125,43,Reimbursement,13327,UPI,City Union Bank,UAYO4699249822894,2024-01-26,Failed
126,43,Salary,47422,Cash,,,2025-05-19,Success
127,43,Claim_Payout,129642,UPI,Tamilnad Mercantile Bank,ELIB7765819687630,2024-05-17,Failed
128,43,Claim_Payout,76209,Cash,,,2024-01-14,Success
129,44,Reimbursement,93676,UPI,Yes Bank,AGXF9372381199012,2024-03-23,Success
130,44,Salary,124899,UPI,Jammu & Kashmir Bank,AJHJ7118863059319,2023-11-09,Pending
131,44,Claim_Payout,112082,Bank Transfer,Punjab and Sind Bank,JHVE6027047671325,2024-04-11,Success
132,44,Claim_Payout,92936,UPI,Bank of Baroda,OFZQ5267901689668,2023-12-24,Success
133,45,Reimbursement,77843,UPI,DCB Bank,WDFX1434381705892,2023-09-25,Failed
134,45,Salary,115975,UPI,Punjab National Bank,EOAF0615785166711,2023-04-11,Failed
135,45,Claim_Payout,46503,Cash,,,2023-12-02,Pending
136,46,Reimbursement,25322,Cash,,,2025-03-19,Failed
137,46,Salary,55757,UPI,Central Bank of India,MPDX0885978505619,2025-09-08,Pending
138,46,Claim_Payout,52730,Cash,,,2023-08-05,Failed
139,46,Reimbursement,138536,Bank Transfer,Central Bank of India,PBZL8441019761158,2024-07-16,Failed
140,47,Claim_Payout,73361,Cash,,,2024-06-12,Success
141,47,Reimbursement,116410,Cash,,,2025-11-10,Success
142,47,Salary,51647,UPI,South Indian Bank,IHHI9764356545885,2024-04-18,Failed
143,48,Salary,42798,UPI,UCO Bank,OQSR0494236504922,2023-11-13,Failed
144,48,Salary,73495,UPI,Kotak Mahindra Bank,ILCL2113081701551,2025-03-18,Failed
145,48,Salary,147646,Bank Transfer,HDFC Bank,BPGP0869075516607,2023-03-05,Failed
146,48,Claim_Payout,61646,UPI,Karur Vysya Bank,INLJ2538990156750,2024-10-13,Failed
147,49,Reimbursement,99697,Bank Transfer,Kotak Mahindra Bank,QSQK7945121138963,2023-08-22,Failed
148,49,Reimbursement,77529,Bank Transfer,Federal Bank,RHMU0304521117823,2023-06-15,Pending
149,49,Salary,140069,UPI,IDBI Bank,OPYO4643317068913,2024-11-23,Pending
150,49,Claim_Payout,109683,Bank Transfer,DCB Bank,YNVK5750023030792,2024-09-21,Failed
151,50,Salary,56226,Cash,,,2025-05-30,Failed
152,50,Claim_Payout,53694,Bank Transfer,Indian Bank,HQJB0887560888349,2024-08-29,Success
153,50,Claim_Payout,51697,Bank Transfer,Central Bank of India,MYAD3321393681437,2025-06-17,Failed
154,50,Reimbursement,120254,UPI,Jammu & Kashmir Bank,VPAW9155590625395,2023-01-23,Pending
155,51,Reimbursement,77602,UPI,Bank of Maharashtra,FEZP0238402769126,2024-12-14,Failed
156,51,Reimbursement,117918,Bank Transfer,Union Bank of India,PWCZ4346103589800,2025-08-22,Pending
157,51,Claim_Payout,16195,Cash,,,2023-09-29,Success
158,52,Salary,102581,UPI,Kotak Mahindra Bank,EWFH7320207170787,2023-11-23,Failed
159,52,Reimbursement,103208,UPI,Axis Bank,EIRY1798607612607,2024-05-30,Pending
160,52,Reimbursement,21267,UPI,Punjab and Sind Bank,RFKA7587937073384,2026-01-07,Success
161,52,Salary,85406,UPI,Punjab and Sind Bank,EJJW0362047138118,2025-08-10,Failed
162,53,Reimbursement,84908,Cash,,,2024-09-22,Pending
163,53,Reimbursement,26934,Bank Transfer,Indian Bank,TCLB2145688704947,2023-08-01,Success
164,53,Salary,79861,UPI,Indian Overseas Bank,WACZ0394497971948,2025-02-27,Failed
165,54,Reimbursement,71026,Bank Transfer,Bandhan Bank,FSEK0371269680170,2025-03-27,Failed
166,54,Claim_Payout,91482,Bank Transfer,City Union Bank,DXCT7103123260397,2024-11-11,Pending
167,54,Salary,56897,Bank Transfer,UCO Bank,TPOY3086640673616,2025-01-23,Pending
168,55,Reimbursement,135895,UPI,Karur Vysya Bank,BTFL7478042229454,2024-04-10,Success
169,55,Reimbursement,102221,Bank Transfer,ICICI Bank,FFBU8665441612033,2025-12-07,Pending
170,55,Reimbursement,49077,UPI,Bank of Maharashtra,NDSY9410883112798,2023-07-18,Failed
171,55,Salary,130535,Bank Transfer,ICICI Bank,ZKSS8158424350878,2025-07-14,Failed
172,56,Salary,63416,Cash,,,2025-08-11,Pending
173,56,Reimbursement,57101,UPI,CSB Bank,TEJA8027837691368,2024-02-11,Pending
174,56,Claim_Payout,84499,UPI,Bank of Maharashtra,HIUV9757717839566,2024-11-18,Success
175,57,Claim_Payout,113860,UPI,Central Bank of India,OIAH2973676618549,2025-12-27,Pending
176,57,Salary,56491,Bank Transfer,Tamilnad Mercantile Bank,UTXC9299010229091,2025-10-24,Pending
177,58,Claim_Payout,34656,Bank Transfer,UCO Bank,JXUK2340800393554,2025-08-13,Success
178,58,Claim_Payout,20019,Cash,,,2025-10-07,Success
179,58,Salary,15473,Bank Transfer,Yes Bank,WPHH4444392280248,2025-02-27,Failed
180,58,Claim_Payout,62484,Cash,,,2025-01-22,Failed
181,59,Reimbursement,46268,Bank Transfer,Bank of India,MXWZ2623016700699,2025-03-07,Failed
182,59,Claim_Payout,41686,Bank Transfer,IDFC First Bank,OOKP4547089214008,2026-01-19,Pending
183,60,Claim_Payout,44821,UPI,ICICI Bank,EORH0470021815613,2023-09-19,Failed
184,60,Claim_Payout,80296,Cash,,,2025-06-27,Failed
185,61,Salary,57248,Cash,,,2025-07-20,Pending
186,61,Reimbursement,76922,Cash,,,2023-08-12,Pending
187,62,Claim_Payout,109359,UPI,HDFC Bank,SXIG1370280133414,2025-04-04,Failed
188,62,Claim_Payout,28842,UPI,Karnataka Bank,GMND4885682376183,2025-03-19,Success
189,63,Reimbursement,124442,Bank Transfer,RBL Bank,FMNM8834360554670,2025-07-23,Pending
190,63,Reimbursement,111629,UPI,RBL Bank,FADN3741277928597,2024-05-30,Pending
191,63,Claim_Payout,14057,Cash,,,2025-07-06,Pending
192,64,Salary,58735,Cash,,,2023-08-19,Pending
193,64,Salary,81934,Bank Transfer,Punjab and Sind Bank,XVZC4055212714436,2023-08-15,Failed
194,64,Claim_Payout,149233,UPI,Bank of Maharashtra,JWIW5534447222133,2025-07-21,Success
195,64,Claim_Payout,75741,Cash,,,2023-09-10,Pending
196,65,Salary,42904,Cash,,,2024-12-29,Success
197,65,Reimbursement,41790,UPI,UCO Bank,IRAN3187162991916,2024-01-11,Failed
198,65,Claim_Payout,76296,Bank Transfer,Bank of India,VVOL7975196069807,2024-05-05,Pending
199,66,Claim_Payout,116166,Cash,,,2024-07-29,Success
200,66,Reimbursement,42365,UPI,Tamilnad Mercantile Bank,JATU1356463934046,2024-12-27,Failed
201,66,Claim_Payout,131537,Cash,,,2024-01-02,Failed
202,67,Reimbursement,72759,Bank Transfer,Bank of India,DFAU1067221959278,2025-10-21,Failed
203,67,Claim_Payout,40127,Bank Transfer,Indian Overseas Bank,GWRW5516806903578,2025-08-05,Success
204,67,Reimbursement,96979,Cash,,,2025-08-30,Failed
205,67,Claim_Payout,142822,Cash,,,2024-01-28,Pending
206,68,Claim_Payout,71421,UPI,Punjab and Sind Bank,IOON1650826060934,2025-03-05,Pending
207,68,Claim_Payout,105947,Cash,,,2025-10-18,Success
208,68,Salary,29303,UPI,DCB Bank,BUHD6413038350838,2023-02-18,Failed
209,68,Reimbursement,50131,Cash,,,2025-09-11,Failed
210,69,Claim_Payout,38203,Bank Transfer,DCB Bank,YTWF3124728949172,2024-08-05,Success
211,69,Salary,47421,Bank Transfer,Indian Bank,NTSW1815655315358,2025-11-30,Pending
212,69,Reimbursement,16368,Bank Transfer,Kotak Mahindra Bank,DGSE8368893427423,2023-08-21,Success
213,69,Reimbursement,131408,Cash,,,2024-03-05,Success
214,70,Salary,48728,Cash,,,2024-02-11,Failed
215,70,Claim_Payout,28822,UPI,Indian Overseas Bank,QCTC1570550260192,2023-11-14,Success
216,70,Reimbursement,56639,Cash,,,2023-09-04,Failed
217,71,Reimbursement,63982,UPI,Yes Bank,KVLC9951736804518,2023-12-30,Failed
218,71,Salary,38477,UPI,City Union Bank,MAWL6136623796395,2024-08-04,Success
219,71,Reimbursement,148453,UPI,Kotak Mahindra Bank,GJEQ2967443314146,2024-11-12,Failed
220,71,Claim_Payout,143182,UPI,IDBI Bank,RFPU8603865164660,2023-04-10,Failed
221,72,Reimbursement,108706,Bank Transfer,IndusInd Bank,BKQC3928875104350,2025-12-28,Failed
222,72,Claim_Payout,52845,Bank Transfer,Punjab and Sind Bank,FGLV5877227421111,2025-01-18,Pending
223,72,Claim_Payout,23770,Bank Transfer,Dhanlaxmi Bank,CRJD1414872419774,2025-04-02,Success
224,73,Claim_Payout,60368,Bank Transfer,Nainital Bank,DYIL4460811039005,2023-08-22,Success
225,73,Salary,10085,Bank Transfer,Punjab and Sind Bank,DQGS2791674923935,2023-12-28,Success
226,73,Reimbursement,77308,UPI,Karur Vysya Bank,GGQW9256337987005,2024-01-17,Failed
227,73,Reimbursement,101982,Bank Transfer,Kotak Mahindra Bank,CPZS0899704712166,2024-07-01,Success
228,74,Reimbursement,141499,UPI,Karnataka Bank,EXEL2817189057378,2025-07-16,Pending
229,74,Claim_Payout,72251,Cash,,,2024-10-13,Failed
230,74,Reimbursement,35638,Bank Transfer,Bank of India,DONK5719204182865,2025-01-13,Pending
231,74,Reimbursement,95360,UPI,Canara Bank,LJMU2207396577205,2024-10-31,Failed
232,75,Reimbursement,82877,UPI,South Indian Bank,VTAT8510243643347,2025-09-28,Success
233,75,Reimbursement,52222,UPI,UCO Bank,ELAQ1721469646506,2024-12-10,Failed
234,75,Reimbursement,16623,UPI,City Union Bank,AZKR3537297033273,2023-03-10,Success
235,76,Reimbursement,143152,UPI,City Union Bank,BMQV2548492674858,2025-02-08,Pending
236,76,Salary,97948,Cash,,,2023-12-20,Success
237,76,Claim_Payout,134756,UPI,RBL Bank,WATD6737103753307,2024-08-08,Success
238,76,Claim_Payout,22752,Cash,,,2024-05-10,Success
239,77,Reimbursement,95312,Bank Transfer,Canara Bank,OBZN1375295816121,2024-08-21,Failed
240,77,Salary,49620,UPI,HDFC Bank,IPKG8568322700817,2024-05-11,Success
241,77,Reimbursement,82744,Bank Transfer,DCB Bank,KVCX1699904170577,2025-12-13,Success
242,77,Reimbursement,71409,Cash,,,2024-08-21,Pending
243,78,Salary,28373,Cash,,,2025-04-19,Pending
244,78,Salary,146364,Cash,,,2025-05-19,Failed
245,79,Claim_Payout,110689,Cash,,,2025-08-16,Pending
246,79,Reimbursement,48536,Bank Transfer,IDBI Bank,WBZX6718983462754,2023-12-19,Pending
247,79,Claim_Payout,135092,UPI,ICICI Bank,VISE7611888002504,2025-01-01,Pending
248,80,Claim_Payout,69973,UPI,Bank of India,OLTU0202787967975,2025-04-23,Pending
249,80,Salary,127218,UPI,Bank of Maharashtra,XDSU5204569177311,2023-04-03,Pending
250,80,Reimbursement,35828,UPI,DCB Bank,YJMW8580424498181,2024-04-20,Failed
251,81,Claim_Payout,105122,Bank Transfer,Axis Bank,HLWZ5904029069145,2025-05-09,Failed
252,81,Salary,115506,Bank Transfer,Bank of Maharashtra,KZVM2616603652802,2023-12-25,Success
253,81,Salary,119860,UPI,Punjab and Sind Bank,ITDQ2151139006231,2023-05-31,Failed
254,81,Reimbursement,145586,UPI,IDBI Bank,NOXM8710075008191,2023-10-17,Success
255,82,Salary,94788,UPI,DCB Bank,KPWH8606664964897,2025-12-08,Pending
256,82,Reimbursement,28387,Bank Transfer,Jammu & Kashmir Bank,NOSK5606555705347,2025-10-06,Pending
257,82,Claim_Payout,66098,UPI,Central Bank of India,LMRZ5589984321632,2024-12-12,Pending
258,83,Claim_Payout,95611,Bank Transfer,Union Bank of India,VMFZ6879526146060,2025-05-25,Success
259,83,Claim_Payout,55960,UPI,Kotak Mahindra Bank,UTTV1284835537380,2023-05-17,Success
260,83,Salary,62325,Cash,,,2023-10-07,Pending
261,83,Salary,96497,Cash,,,2025-01-18,Pending
262,84,Reimbursement,52261,UPI,Union Bank of India,RAGE5007132960131,2023-05-19,Success
263,84,Salary,64334,UPI,Yes Bank,NTJE0109555320401,2024-08-11,Pending
264,85,Reimbursement,57855,UPI,Bank of Maharashtra,SYEB7426218317982,2024-12-18,Success
265,85,Claim_Payout,111069,Cash,,,2023-12-10,Success
266,85,Claim_Payout,107208,Cash,,,2024-07-21,Failed
267,85,Reimbursement,70587,Bank Transfer,Canara Bank,EJCY1106172440008,2025-10-05,Success
268,86,Salary,142691,Cash,,,2025-01-21,Pending
269,86,Reimbursement,137369,UPI,Bandhan Bank,BUCV8282820440977,2025-12-14,Pending
270,86,Reimbursement,39912,UPI,Kotak Mahindra Bank,FFCS6260701945150,2023-06-05,Failed
271,86,Reimbursement,88743,UPI,DCB Bank,KASH1162745077060,2025-07-13,Failed
272,87,Salary,79231,Cash,,,2025-05-15,Failed
273,87,Reimbursement,52251,Bank Transfer,ICICI Bank,HLLW5455570912469,2025-07-22,Failed
274,88,Salary,14089,Bank Transfer,ICICI Bank,BMWK9305904200761,2023-12-04,Failed
275,88,Reimbursement,111952,UPI,Axis Bank,AKPC0857675290417,2023-04-27,Success
276,89,Reimbursement,78725,Bank Transfer,Punjab National Bank,ANDA3391752327138,2025-04-07,Failed
277,89,Reimbursement,143427,Bank Transfer,Bank of Maharashtra,LVTH0632692582359,2023-11-13,Pending
278,89,Salary,134682,Bank Transfer,Karnataka Bank,PTXY7782372563455,2024-11-12,Failed
279,90,Claim_Payout,135438,UPI,RBL Bank,ZXCF8128683137018,2024-06-06,Pending
280,90,Reimbursement,50969,Bank Transfer,State Bank of India,AAUE1391579853737,2024-06-30,Failed
281,90,Salary,74204,Bank Transfer,Yes Bank,GCWS9499653384289,2025-01-14,Failed
282,90,Reimbursement,116708,Bank Transfer,Punjab National Bank,DGGI4323584533601,2023-12-21,Failed
283,91,Reimbursement,76357,Cash,,,2025-09-30,Pending
284,91,Salary,103647,Bank Transfer,RBL Bank,WQTF6965778394389,2023-04-18,Pending
285,92,Claim_Payout,12892,UPI,ICICI Bank,VIOL0296165535026,2025-04-25,Success
286,92,Salary,102848,Cash,,,2024-11-04,Failed
287,92,Claim_Payout,100262,UPI,Nainital Bank,JMNS4230755845232,2025-03-09,Failed
288,93,Reimbursement,59680,UPI,Karur Vysya Bank,MJHP4020459009714,2025-07-22,Success
289,93,Reimbursement,130835,UPI,Bank of Baroda,MFZB2417213639192,2023-12-13,Success
290,93,Salary,112763,UPI,Punjab and Sind Bank,QVLC2406148978029,2023-11-13,Pending
291,94,Claim_Payout,34922,Cash,,,2025-03-07,Failed
292,94,Claim_Payout,21907,UPI,DCB Bank,MHFV2763027899387,2025-01-07,Failed
293,95,Claim_Payout,135576,UPI,ICICI Bank,GRWP1489949559068,2025-06-08,Success
294,95,Reimbursement,133654,UPI,IDBI Bank,NBQE6472966910400,2024-06-13,Success
295,95,Reimbursement,73100,Bank Transfer,HDFC Bank,KWHN5130945861591,2025-09-28,Failed
296,96,Salary,76450,Cash,,,2024-10-10,Pending
297,96,Claim_Payout,132676,Bank Transfer,Bank of Maharashtra,ZXCQ9740909774190,2025-02-25,Failed
298,97,Salary,42180,Cash,,,2024-09-03,Pending
299,97,Reimbursement,80413,Bank Transfer,South Indian Bank,UMLU7610340254452,2025-08-21,Success
300,97,Claim_Payout,74018,UPI,IDFC First Bank,ZPPU5071595314489,2023-02-09,Pending
301,97,Claim_Payout,97824,UPI,DCB Bank,CBCX2624816441435,2023-08-14,Success
302,98,Reimbursement,70338,UPI,Central Bank of India,ILHL4124122076960,2026-01-06,Pending
303,98,Salary,42893,Bank Transfer,Bank of India,ZEYZ5716423937281,2024-01-21,Success
304,98,Salary,15918,UPI,RBL Bank,JHOI2067370141989,2024-02-29,Failed
305,99,Salary,40528,UPI,Canara Bank,TMVR8562431044419,2023-11-29,Pending
306,99,Reimbursement,10965,Bank Transfer,Indian Bank,HBNN2368720426001,2023-09-15,Success
307,99,Salary,100694,Cash,,,2025-03-12,Pending
308,99,Reimbursement,80534,Bank Transfer,Nainital Bank,NBUC0176965492895,2025-11-10,Failed
309,100,Reimbursement,145746,Bank Transfer,ICICI Bank,QSRS5720230386665,2023-11-20,Failed
310,100,Reimbursement,123577,Bank Transfer,Central Bank of India,CIMK3466463853463,2025-04-18,Success
311,100,Claim_Payout,102485,Cash,,,2025-04-30,Pending
312,101,Reimbursement,46812,UPI,Indian Overseas Bank,ADSO4699655207741,2024-07-16,Failed
313,101,Salary,98098,Cash,,,2025-03-14,Pending
314,101,Reimbursement,126355,Bank Transfer,RBL Bank,WTBZ3632041147057,2025-09-28,Success
315,102,Salary,126150,Bank Transfer,DCB Bank,CNYR0948295392788,2023-02-07,Failed
316,102,Claim_Payout,51517,UPI,HDFC Bank,MZHM3611357123363,2024-12-05,Failed
317,103,Reimbursement,122807,Bank Transfer,CSB Bank,COIP5559780062173,2023-02-07,Success
318,103,Claim_Payout,125730,UPI,IDBI Bank,MVPV9392916277325,2025-08-15,Pending
319,103,Salary,145744,UPI,IDFC First Bank,UTJP1305489091369,2024-06-26,Pending
